elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
185;-18.35;-1.83;185;-0.31;-2.8
186;-6.12;-1.99;186;-0.32;-2.87
187;-31.39;-1.51;187;-0.32;-2.93
188;-30.98;-1.51;188;-0.32;-2.99
189;-30.58;-1.51;189;-0.32;-3.06
190;-56.5;-0.39;190;-0.32;-3.12
191;-43.94;-1.02;191;-0.32;-3.19
192;-55.77;-0.39;192;-0.33;-3.25
193;-43.38;-1.02;193;-0.33;-3.32
194;-55.04;-0.39;194;-0.33;-3.38
195;-42.81;-1.02;195;-0.33;-3.45
196;-19.56;-1.83;196;-0.33;-3.52
197;-19.8;-1.83;197;-0.33;-3.58
198;-6.52;-1.99;198;-0.33;-3.65
199;-6.6;-1.99;199;-0.33;-3.72
200;-19.32;-1.83;200;-0.33;-3.78
201;-6.44;-1.99;201;-0.33;-3.85
202;-19.08;-1.83;202;-0.33;-3.92
203;-6.36;-1.99;203;-0.34;-3.98
204;-58.68;-0.39;204;-0.34;-4.05
205;-59.41;-0.39;205;-0.34;-4.12
206;-45.64;-1.02;206;-0.34;-4.19
207;-46.21;-1.02;207;-0.34;-4.25
208;-32.6;-1.51;208;-0.34;-4.32
209;-33.01;-1.51;209;-0.34;-4.39
210;-57.23;-0.39;210;-0.34;-4.46
211;-57.96;-0.39;211;-0.34;-4.52
212;-31.79;-1.51;212;-0.27;-4.52
213;-44.51;-1.02;213;-0.2;-4.52
214;-32.2;-1.51;214;-0.13;-4.52
215;-45.08;-1.02;215;-0.07;-4.52
216;43.94;-1.02;216;0;-4.52
217;56.5;-0.39;217;0.07;-4.52
218;43.38;-1.02;218;0.13;-4.53
219;55.77;-0.39;219;0.2;-4.53
220;42.81;-1.02;220;0.27;-4.53
221;55.04;-0.39;221;-0.2;-1.42
222;31.39;-1.51;222;-0.15;-1.42
223;30.98;-1.51;223;-0.1;-1.42
224;30.58;-1.51;224;-0.05;-1.42
225;6.28;-1.99;225;0;-1.42
226;18.83;-1.83;226;0.05;-1.42
227;6.12;-1.99;227;0.1;-1.42
228;6.2;-1.99;228;0.15;-1.42
229;18.35;-1.83;229;0.2;-1.42
230;18.59;-1.83;230;-0.12;-0.39
231;46.21;-1.02;231;-0.09;-0.39
232;59.41;-0.39;232;-0.06;-0.39
233;45.64;-1.02;233;-0.03;-0.39
234;58.68;-0.39;234;0;-0.39
235;44.51;-1.02;235;0.03;-0.39
236;45.08;-1.02;236;0.06;-0.39
237;57.23;-0.39;237;0.09;-0.39
238;57.96;-0.39;238;0.12;-0.39
239;6.52;-1.99;239;-0.06;-0.1
240;6.6;-1.99;240;-0.05;-0.1
241;19.56;-1.83;241;-0.03;-0.1
242;19.8;-1.83;242;-0.02;-0.1
243;32.6;-1.51;243;0;-0.09
244;33.01;-1.51;244;0.02;-0.1
245;6.36;-1.99;245;0.03;-0.1
246;6.44;-1.99;246;0.05;-0.1
247;19.08;-1.83;247;0.06;-0.1
248;19.32;-1.83;248;-0.03;-0.03
249;31.79;-1.51;249;-0.02;-0.03
250;32.2;-1.51;250;-0.02;-0.02
251;-17.37;-1.83;251;-0.01;-0.02
252;-5.79;-1.99;252;0;-0.02
253;-17.13;-1.83;253;0.01;-0.02
254;-5.71;-1.99;254;0.02;-0.02
255;-16.89;-1.83;255;0.02;-0.03
256;-5.63;-1.99;256;0.03;-0.03
257;-28.96;-1.51;257;0;-0.02
258;-28.55;-1.51;258;0;-0.01
259;-28.15;-1.51;259;0;-0.01
260;-52.12;-0.39;260;0;0
261;-40.54;-1.02;261;0;0
262;-51.39;-0.39;262;0;-0.01
263;-39.97;-1.02;263;-0.01;-0.01
264;-50.67;-0.39;264;-0.01;-0.01
265;-39.41;-1.02;265;-0.02;-0.01
266;-18.1;-1.83;266;-0.01;-0.01
267;-6.03;-1.99;267;-0.01;-0.02
268;-17.86;-1.83;268;-0.01;-0.01
269;-5.95;-1.99;269;-0.01;-0.02
270;-17.62;-1.83;270;-0.02;-0.01
271;-5.87;-1.99;271;-0.02;-0.02
272;-30.17;-1.51;272;-0.02;-0.01
273;-29.77;-1.51;273;-0.03;-0.02
274;-29.36;-1.51;274;0;0
275;-54.31;-0.39;275;0;0
276;-42.24;-1.02;276;0;0
277;-52.85;-0.39;277;0;0
278;-53.58;-0.39;278;0;0
279;-41.11;-1.02;279;-0.01;0
280;-41.67;-1.02;280;0;0
281;40.54;-1.02;281;-0.01;0
282;52.12;-0.39;282;0.02;-0.01
283;39.97;-1.02;283;0.01;-0.01
284;51.39;-0.39;284;0.01;-0.01
285;39.41;-1.02;285;0;-0.01
286;50.67;-0.39;286;0.02;-0.01
287;28.96;-1.51;287;0.02;-0.02
288;28.55;-1.51;288;0.02;-0.01
289;28.15;-1.51;289;0.03;-0.02
290;5.79;-1.99;290;0.01;-0.01
291;17.37;-1.83;291;0.01;-0.02
292;5.63;-1.99;292;0.01;-0.01
293;5.71;-1.99;293;0.01;-0.02
294;16.89;-1.83;294;0;0
295;17.13;-1.83;295;0.01;0
296;42.24;-1.02;296;0;0
297;54.31;-0.39;297;0.01;0
298;41.67;-1.02;298;0;0
299;53.58;-0.39;299;0;0
300;41.11;-1.02;300;0;0
301;52.85;-0.39;301;0;0
302;30.17;-1.51;302;0;-0.08
303;29.77;-1.51;303;0;-0.07
304;29.36;-1.51;304;0;-0.05
305;6.03;-1.99;305;0;-0.04
306;18.1;-1.83;306;0;-0.03
307;5.95;-1.99;307;-0.01;-0.05
308;17.86;-1.83;308;-0.02;-0.05
309;5.87;-1.99;309;-0.03;-0.06
310;17.62;-1.83;310;-0.05;-0.06
311;-15.92;-1.83;311;-0.03;-0.07
312;-5.31;-1.99;312;-0.03;-0.08
313;-15.43;-1.83;313;-0.01;-0.07
314;-15.67;-1.83;314;-0.01;-0.08
315;-5.14;-1.99;315;-0.05;-0.07
316;-5.22;-1.99;316;-0.04;-0.07
317;-47.75;-0.39;317;-0.06;-0.08
318;-37.14;-1.02;318;-0.04;-0.08
319;-26.53;-1.51;319;-0.02;-0.03
320;-46.29;-0.39;320;-0.02;-0.04
321;-47.02;-0.39;321;-0.01;-0.03
322;-25.72;-1.51;322;-0.01;-0.04
323;-36;-1.02;323;-0.03;-0.03
324;-26.12;-1.51;324;-0.03;-0.04
325;-36.57;-1.02;325;-0.04;-0.04
326;-16.65;-1.83;326;-0.04;-0.05
327;-5.55;-1.99;327;0.05;-0.06
328;-16.4;-1.83;328;0.03;-0.06
329;-5.47;-1.99;329;0.02;-0.05
330;-16.16;-1.83;330;0.01;-0.05
331;-5.39;-1.99;331;0.04;-0.07
332;-27.74;-1.51;332;0.04;-0.08
333;-27.34;-1.51;333;0.05;-0.07
334;-26.93;-1.51;334;0.06;-0.08
335;-49.94;-0.39;335;0.03;-0.07
336;-38.84;-1.02;336;0.03;-0.08
337;-49.21;-0.39;337;0.01;-0.07
338;-38.27;-1.02;338;0.01;-0.08
339;-48.48;-0.39;339;0.03;-0.03
340;-37.71;-1.02;340;0.03;-0.04
341;37.14;-1.02;341;0.04;-0.04
342;47.75;-0.39;342;0.04;-0.05
343;36;-1.02;343;0.02;-0.03
344;36.57;-1.02;344;0.02;-0.04
345;46.29;-0.39;345;0.01;-0.03
346;47.02;-0.39;346;0.01;-0.04
347;26.53;-1.51;347;-0.09;-0.21
348;26.12;-1.51;348;-0.07;-0.21
349;25.72;-1.51;349;-0.04;-0.21
350;5.31;-1.99;350;-0.02;-0.21
351;15.92;-1.83;351;0;-0.21
352;5.14;-1.99;352;0.02;-0.21
353;5.22;-1.99;353;0.04;-0.21
354;15.43;-1.83;354;0.07;-0.21
355;15.67;-1.83;355;0.09;-0.21
356;38.84;-1.02;356;0;-0.19
357;49.94;-0.39;357;0;-0.17
358;38.27;-1.02;358;0;-0.15
359;49.21;-0.39;359;0;-0.13
360;37.71;-1.02;360;0;-0.11
361;48.48;-0.39;361;-0.02;-0.15
362;27.74;-1.51;362;-0.04;-0.15
363;27.34;-1.51;363;-0.06;-0.15
364;26.93;-1.51;364;-0.07;-0.15
365;5.55;-1.99;365;-0.04;-0.17
366;16.65;-1.83;366;-0.04;-0.19
367;5.39;-1.99;367;-0.02;-0.17
368;5.47;-1.99;368;-0.02;-0.19
369;16.16;-1.83;369;-0.06;-0.17
370;16.4;-1.83;370;-0.06;-0.19
371;-14.46;-1.83;371;-0.08;-0.17
372;-4.82;-1.99;372;-0.08;-0.19
373;-14.22;-1.83;373;-0.03;-0.11
374;-4.74;-1.99;374;-0.03;-0.13
375;-13.97;-1.83;375;-0.02;-0.11
376;-4.66;-1.99;376;-0.02;-0.13
377;-43.38;-0.39;377;-0.05;-0.11
378;-33.74;-1.02;378;-0.05;-0.13
379;-24.1;-1.51;379;-0.07;-0.11
380;-41.92;-0.39;380;-0.07;-0.13
381;-42.65;-0.39;381;0.07;-0.15
382;-23.29;-1.51;382;0.06;-0.15
383;-32.6;-1.02;383;0.04;-0.15
384;-23.69;-1.51;384;0.02;-0.15
385;-33.17;-1.02;385;0.06;-0.17
386;-15.19;-1.83;386;0.06;-0.19
387;-5.06;-1.99;387;0.08;-0.17
388;-14.94;-1.83;388;0.08;-0.19
389;-4.98;-1.99;389;0.04;-0.17
390;-14.7;-1.83;390;0.04;-0.19
391;-4.9;-1.99;391;0.02;-0.17
392;-45.56;-0.39;392;0.02;-0.19
393;-35.44;-1.02;393;0.05;-0.11
394;-25.31;-1.51;394;0.05;-0.13
395;-44.1;-0.39;395;0.07;-0.11
396;-44.83;-0.39;396;0.07;-0.13
397;-24.5;-1.51;397;0.03;-0.11
398;-34.3;-1.02;398;0.03;-0.13
399;-24.91;-1.51;399;0.02;-0.11
400;-34.87;-1.02;400;0.02;-0.13
401;33.74;-1.02;401;0;-0.36
402;43.38;-0.39;402;0;-0.33
403;33.17;-1.02;403;0;-0.31
404;42.65;-0.39;404;0;-0.28
405;32.6;-1.02;405;0;-0.26
406;41.92;-0.39;406;0;-0.23
407;24.1;-1.51;407;-0.03;-0.31
408;23.69;-1.51;408;-0.05;-0.31
409;23.29;-1.51;409;-0.08;-0.31
410;4.82;-1.99;410;-0.11;-0.31
411;14.46;-1.83;411;-0.05;-0.33
412;4.66;-1.99;412;-0.06;-0.36
413;4.74;-1.99;413;-0.03;-0.33
414;13.97;-1.83;414;-0.03;-0.36
415;14.22;-1.83;415;-0.08;-0.34
416;35.44;-1.02;416;-0.09;-0.36
417;45.56;-0.39;417;-0.11;-0.34
418;34.87;-1.02;418;-0.11;-0.37
419;44.83;-0.39;419;-0.05;-0.23
420;34.3;-1.02;420;-0.05;-0.26
421;44.1;-0.39;421;-0.05;-0.28
422;25.31;-1.51;422;-0.02;-0.26
423;24.91;-1.51;423;-0.02;-0.23
424;24.5;-1.51;424;-0.03;-0.28
425;5.06;-1.99;425;-0.1;-0.26
426;15.19;-1.83;426;-0.07;-0.26
427;4.98;-1.99;427;-0.09;-0.23
428;14.94;-1.83;428;-0.07;-0.23
429;4.9;-1.99;429;-0.1;-0.28
430;14.7;-1.83;430;-0.08;-0.28
431;-12.76;-1.83;431;0.11;-0.31
432;-4.25;-1.99;432;0.08;-0.31
433;-12.51;-1.83;433;0.05;-0.31
434;-4.17;-1.99;434;0.03;-0.31
435;-12.27;-1.83;435;0.08;-0.34
436;-4.09;-1.99;436;0.09;-0.36
437;-38.27;-0.39;437;0.11;-0.34
438;-29.77;-1.02;438;0.11;-0.37
439;-21.26;-1.51;439;0.05;-0.33
440;-36.81;-0.39;440;0.06;-0.36
441;-37.54;-0.39;441;0.03;-0.33
442;-20.45;-1.51;442;0.03;-0.36
443;-28.63;-1.02;443;0.07;-0.23
444;-20.86;-1.51;444;0.07;-0.26
445;-29.2;-1.02;445;0.08;-0.28
446;-13.49;-1.83;446;0.1;-0.26
447;-13.73;-1.83;447;0.09;-0.23
448;-4.5;-1.99;448;0.1;-0.28
449;-4.58;-1.99;449;0.02;-0.26
450;-13.24;-1.83;450;0.05;-0.26
451;-4.41;-1.99;451;0.02;-0.23
452;-13;-1.83;452;0.05;-0.23
453;-4.33;-1.99;453;0.03;-0.28
454;-40.46;-0.39;454;0.05;-0.28
455;-41.19;-0.39;455;-0.16;-0.82
456;-31.47;-1.02;456;-0.12;-0.82
457;-32.04;-1.02;457;-0.08;-0.82
458;-22.48;-1.51;458;-0.04;-0.82
459;-22.88;-1.51;459;0;-0.82
460;-39;-0.39;460;0.04;-0.82
461;-39.73;-0.39;461;0.08;-0.82
462;-21.67;-1.51;462;0.12;-0.82
463;-30.33;-1.02;463;0.16;-0.82
464;-22.07;-1.51;464;-0.14;-0.59
465;-30.9;-1.02;465;-0.11;-0.59
466;29.77;-1.02;466;-0.07;-0.59
467;38.27;-0.39;467;-0.04;-0.59
468;29.2;-1.02;468;0;-0.59
469;37.54;-0.39;469;0.04;-0.59
470;28.63;-1.02;470;0.07;-0.59
471;36.81;-0.39;471;0.11;-0.59
472;21.26;-1.51;472;0.14;-0.59
473;20.86;-1.51;473;0;-0.55
474;20.45;-1.51;474;0;-0.52
475;4.25;-1.99;475;0;-0.49
476;12.76;-1.83;476;0;-0.45
477;4.09;-1.99;477;0;-0.42
478;4.17;-1.99;478;-0.03;-0.49
479;12.27;-1.83;479;-0.06;-0.49
480;12.51;-1.83;480;-0.1;-0.49
481;32.04;-1.02;481;-0.13;-0.49
482;41.19;-0.39;482;-0.07;-0.52
483;31.47;-1.02;483;-0.07;-0.55
484;40.46;-0.39;484;-0.03;-0.52
485;30.9;-1.02;485;-0.03;-0.55
486;39.73;-0.39;486;-0.1;-0.52
487;30.33;-1.02;487;-0.1;-0.55
488;39;-0.39;488;-0.13;-0.52
489;4.5;-1.99;489;-0.14;-0.56
490;4.58;-1.99;490;-0.06;-0.42
491;22.48;-1.51;491;-0.06;-0.45
492;13.49;-1.83;492;-0.03;-0.42
493;22.88;-1.51;493;-0.03;-0.45
494;13.73;-1.83;494;-0.09;-0.42
495;4.33;-1.99;495;-0.09;-0.45
496;4.41;-1.99;496;-0.12;-0.42
497;13;-1.83;497;-0.13;-0.46
498;13.24;-1.83;498;0.13;-0.49
499;21.67;-1.51;499;0.1;-0.49
500;22.07;-1.51;500;0.06;-0.49
501;-11.3;-1.83;501;0.03;-0.49
502;-3.77;-1.99;502;0.1;-0.52
503;-11.06;-1.83;503;0.1;-0.55
504;-3.69;-1.99;504;0.13;-0.52
505;-10.81;-1.83;505;0.14;-0.56
506;-3.6;-1.99;506;0.07;-0.52
507;-33.9;-0.39;507;0.07;-0.55
508;-26.37;-1.02;508;0.03;-0.52
509;-18.83;-1.51;509;0.03;-0.55
510;-32.44;-0.39;510;0.09;-0.42
511;-33.17;-0.39;511;0.09;-0.45
512;-25.23;-1.02;512;0.12;-0.42
513;-25.8;-1.02;513;0.13;-0.46
514;-18.02;-1.51;514;0.06;-0.42
515;-18.43;-1.51;515;0.06;-0.45
516;-12.03;-1.83;516;0.03;-0.42
517;-4.01;-1.99;517;0.03;-0.45
518;-11.79;-1.83;518;0;-0.78
519;-3.93;-1.99;519;0;-0.74
520;-11.54;-1.83;520;0;-0.7
521;-3.85;-1.99;521;0;-0.66
522;-36.09;-0.39;522;0;-0.62
523;-28.07;-1.02;523;-0.04;-0.7
524;-20.05;-1.51;524;-0.08;-0.7
525;-34.63;-0.39;525;-0.11;-0.7
526;-35.36;-0.39;526;-0.15;-0.7
527;-19.24;-1.51;527;-0.08;-0.74
528;-26.93;-1.02;528;-0.08;-0.78
529;-19.64;-1.51;529;-0.04;-0.74
530;-27.5;-1.02;530;-0.04;-0.78
531;26.37;-1.02;531;-0.16;-0.74
532;33.9;-0.39;532;-0.12;-0.74
533;25.8;-1.02;533;-0.16;-0.78
534;33.17;-0.39;534;-0.12;-0.78
535;25.23;-1.02;535;-0.07;-0.62
536;32.44;-0.39;536;-0.07;-0.66
537;3.77;-1.99;537;-0.04;-0.62
538;11.3;-1.83;538;-0.04;-0.66
539;18.83;-1.51;539;-0.11;-0.63
540;3.6;-1.99;540;-0.11;-0.66
541;3.69;-1.99;541;-0.14;-0.63
542;18.02;-1.51;542;-0.15;-0.66
543;10.81;-1.83;543;0.15;-0.7
544;18.43;-1.51;544;0.11;-0.7
545;11.06;-1.83;545;0.08;-0.7
546;28.07;-1.02;546;0.04;-0.7
547;36.09;-0.39;547;0.12;-0.74
548;27.5;-1.02;548;0.12;-0.78
549;35.36;-0.39;549;0.16;-0.74
550;26.93;-1.02;550;0.16;-0.78
551;34.63;-0.39;551;0.08;-0.74
552;20.05;-1.51;552;0.08;-0.78
553;19.64;-1.51;553;0.04;-0.74
554;19.24;-1.51;554;0.04;-0.78
555;4.01;-1.99;555;0.11;-0.63
556;12.03;-1.83;556;0.11;-0.66
557;3.93;-1.99;557;0.14;-0.63
558;11.79;-1.83;558;0.15;-0.66
559;3.85;-1.99;559;0.07;-0.62
560;11.54;-1.83;560;0.07;-0.66
561;-9.84;-1.83;561;0.04;-0.62
562;-3.28;-1.99;562;0.04;-0.66
563;-9.36;-1.83;563;-0.18;-1.08
564;-9.6;-1.83;564;-0.14;-1.08
565;-3.12;-1.99;565;-0.09;-1.08
566;-3.2;-1.99;566;-0.05;-1.08
567;-16.4;-1.51;567;0;-1.08
568;-16;-1.51;568;0.05;-1.08
569;-15.59;-1.51;569;0.09;-1.08
570;-29.52;-0.39;570;0.14;-1.08
571;-22.96;-1.02;571;0.18;-1.08
572;-28.07;-0.39;572;0;-1.03
573;-28.8;-0.39;573;0;-0.99
574;-21.83;-1.02;574;0;-0.94
575;-22.4;-1.02;575;0;-0.9
576;-10.57;-1.83;576;0;-0.86
577;-3.52;-1.99;577;-0.04;-0.95
578;-10.33;-1.83;578;-0.09;-0.95
579;-3.44;-1.99;579;-0.13;-0.95
580;-10.08;-1.83;580;-0.17;-0.95
581;-3.36;-1.99;581;-0.09;-0.99
582;-17.62;-1.51;582;-0.09;-1.03
583;-17.21;-1.51;583;-0.04;-0.99
584;-16.81;-1.51;584;-0.04;-1.03
585;-31.71;-0.39;585;-0.18;-0.99
586;-24.66;-1.02;586;-0.13;-0.99
587;-30.25;-0.39;587;-0.18;-1.04
588;-30.98;-0.39;588;-0.13;-1.03
589;-23.53;-1.02;589;-0.08;-0.86
590;-24.1;-1.02;590;-0.08;-0.9
591;22.96;-1.02;591;-0.04;-0.86
592;29.52;-0.39;592;-0.04;-0.9
593;22.4;-1.02;593;-0.17;-0.86
594;28.8;-0.39;594;-0.12;-0.86
595;21.83;-1.02;595;-0.17;-0.9
596;28.07;-0.39;596;-0.13;-0.9
597;16.4;-1.51;597;0.17;-0.95
598;16;-1.51;598;0.13;-0.95
599;15.59;-1.51;599;0.09;-0.95
600;3.28;-1.99;600;0.04;-0.95
601;9.84;-1.83;601;0.13;-0.99
602;3.12;-1.99;602;0.13;-1.03
603;3.2;-1.99;603;0.18;-0.99
604;9.36;-1.83;604;0.18;-1.04
605;9.6;-1.83;605;0.09;-0.99
606;24.66;-1.02;606;0.09;-1.03
607;31.71;-0.39;607;0.04;-0.99
608;23.53;-1.02;608;0.04;-1.03
609;24.1;-1.02;609;0.12;-0.86
610;30.25;-0.39;610;0.13;-0.9
611;30.98;-0.39;611;0.17;-0.86
