elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
211;-85.86;-0.58;211;-0.4;-5.36
212;-47.1;-2.24;212;-0.32;-5.36
213;-65.94;-1.52;213;-0.24;-5.36
214;-47.7;-2.24;214;-0.16;-5.36
215;-66.78;-1.52;215;-0.08;-5.36
216;65.1;-1.52;216;0;-5.36
217;83.7;-0.58;217;0.08;-5.36
218;64.26;-1.52;218;0.16;-5.37
219;82.62;-0.58;219;0.24;-5.37
220;63.42;-1.52;220;0.32;-5.37
221;81.54;-0.58;221;-0.24;-1.68
222;46.5;-2.24;222;-0.18;-1.68
223;45.9;-2.24;223;-0.12;-1.68
224;45.3;-2.24;224;-0.06;-1.68
225;9.3;-2.96;225;0;-1.68
226;27.9;-2.72;226;0.06;-1.68
227;9.06;-2.96;227;0.12;-1.68
228;9.18;-2.96;228;0.18;-1.68
229;27.18;-2.72;229;0.24;-1.68
230;27.54;-2.72;230;-0.14;-0.47
231;68.46;-1.52;231;-0.1;-0.47
232;88.02;-0.58;232;-0.07;-0.47
233;67.62;-1.52;233;-0.03;-0.47
234;86.94;-0.58;234;0;-0.47
235;65.94;-1.52;235;0.03;-0.47
236;66.78;-1.52;236;0.07;-0.47
237;84.78;-0.58;237;0.1;-0.47
238;85.86;-0.58;238;0.14;-0.47
239;9.66;-2.95;239;-0.07;-0.12
240;9.78;-2.95;240;-0.05;-0.11
241;28.98;-2.71;241;-0.04;-0.11
242;29.34;-2.71;242;-0.02;-0.11
243;48.3;-2.24;243;0;-0.11
244;48.9;-2.24;244;0.02;-0.11
245;9.42;-2.95;245;0.04;-0.11
246;9.54;-2.95;246;0.05;-0.11
247;28.26;-2.71;247;0.07;-0.12
248;28.62;-2.71;248;-0.04;-0.03
249;47.1;-2.24;249;-0.03;-0.03
250;47.7;-2.24;250;-0.02;-0.03
251;-25.74;-2.71;251;-0.01;-0.03
252;-8.58;-2.95;252;0;-0.03
253;-25.38;-2.71;253;0.01;-0.03
254;-8.46;-2.95;254;0.02;-0.03
255;-25.02;-2.71;255;0.03;-0.03
256;-8.34;-2.95;256;0.04;-0.03
257;-42.9;-2.24;257;0;-0.02
258;-42.3;-2.24;258;0;-0.01
259;-41.7;-2.24;259;0;-0.01
260;-77.22;-0.58;260;0;0
261;-60.06;-1.52;261;0;0
262;-76.14;-0.58;262;0;-0.01
263;-59.22;-1.52;263;-0.01;-0.01
264;-75.06;-0.58;264;-0.01;-0.01
265;-58.38;-1.52;265;-0.02;-0.01
266;-26.82;-2.71;266;-0.01;-0.01
267;-8.94;-2.96;267;-0.02;-0.02
268;-26.46;-2.71;268;-0.01;-0.01
269;-8.82;-2.95;269;-0.01;-0.02
270;-26.1;-2.71;270;-0.02;-0.01
271;-8.7;-2.95;271;-0.02;-0.02
272;-44.7;-2.24;272;-0.02;-0.02
273;-44.1;-2.24;273;-0.03;-0.02
274;-43.5;-2.24;274;0;0
275;-80.46;-0.58;275;-0.01;0
276;-62.58;-1.52;276;0;0
277;-78.3;-0.58;277;0;0
278;-79.38;-0.58;278;0;0
279;-60.9;-1.52;279;-0.01;0
280;-61.74;-1.52;280;-0.01;0
281;60.06;-1.52;281;-0.01;-0.01
282;77.22;-0.58;282;0.02;-0.01
283;59.22;-1.52;283;0.01;-0.01
284;76.14;-0.58;284;0.01;-0.01
285;58.38;-1.52;285;0;-0.01
286;75.06;-0.58;286;0.02;-0.01
287;42.9;-2.24;287;0.02;-0.02
288;42.3;-2.24;288;0.02;-0.02
289;41.7;-2.24;289;0.03;-0.02
290;8.58;-2.95;290;0.01;-0.01
291;25.74;-2.71;291;0.02;-0.02
292;8.34;-2.95;292;0.01;-0.01
293;8.46;-2.95;293;0.01;-0.02
294;25.02;-2.71;294;0;0
295;25.38;-2.71;295;0.01;0
296;62.58;-1.52;296;0.01;0
297;80.46;-0.58;297;0.01;-0.01
298;61.74;-1.52;298;0;0
299;79.38;-0.58;299;0.01;0
300;60.9;-1.52;300;0;0
301;78.3;-0.58;301;0;0
302;44.7;-2.24;302;0;-0.1
303;44.1;-2.24;303;0;-0.08
304;43.5;-2.24;304;0;-0.06
305;8.94;-2.96;305;0;-0.05
306;26.82;-2.71;306;0;-0.04
307;8.82;-2.95;307;-0.01;-0.06
308;26.46;-2.71;308;-0.03;-0.07
309;8.7;-2.95;309;-0.04;-0.07
310;26.1;-2.71;310;-0.05;-0.07
311;-23.58;-2.71;311;-0.03;-0.08
312;-7.86;-2.95;312;-0.03;-0.1
313;-22.86;-2.71;313;-0.02;-0.08
314;-23.22;-2.71;314;-0.02;-0.1
315;-7.62;-2.95;315;-0.06;-0.08
316;-7.74;-2.95;316;-0.05;-0.08
317;-70.74;-0.58;317;-0.07;-0.1
318;-55.02;-1.52;318;-0.05;-0.1
319;-39.3;-2.24;319;-0.02;-0.04
320;-68.58;-0.58;320;-0.02;-0.05
321;-69.66;-0.58;321;-0.01;-0.04
322;-38.1;-2.24;322;-0.01;-0.05
323;-53.34;-1.52;323;-0.03;-0.04
324;-38.7;-2.24;324;-0.04;-0.05
325;-54.18;-1.52;325;-0.04;-0.04
326;-24.66;-2.71;326;-0.05;-0.05
327;-8.22;-2.95;327;0.05;-0.07
328;-24.3;-2.71;328;0.04;-0.07
329;-8.1;-2.95;329;0.03;-0.07
330;-23.94;-2.71;330;0.01;-0.06
331;-7.98;-2.95;331;0.05;-0.08
332;-41.1;-2.24;332;0.05;-0.1
333;-40.5;-2.24;333;0.06;-0.08
334;-39.9;-2.24;334;0.07;-0.1
335;-73.98;-0.58;335;0.03;-0.08
336;-57.54;-1.52;336;0.03;-0.1
337;-72.9;-0.58;337;0.02;-0.08
338;-56.7;-1.52;338;0.02;-0.1
339;-71.82;-0.58;339;0.03;-0.04
340;-55.86;-1.52;340;0.04;-0.05
341;55.02;-1.52;341;0.04;-0.04
342;70.74;-0.58;342;0.05;-0.05
343;53.34;-1.52;343;0.02;-0.04
344;54.18;-1.52;344;0.02;-0.05
345;68.58;-0.58;345;0.01;-0.04
346;69.66;-0.58;346;0.01;-0.05
347;39.3;-2.24;347;-0.1;-0.25
348;38.7;-2.24;348;-0.08;-0.25
349;38.1;-2.24;349;-0.05;-0.25
350;7.86;-2.95;350;-0.03;-0.25
351;23.58;-2.71;351;0;-0.25
352;7.62;-2.95;352;0.03;-0.25
353;7.74;-2.95;353;0.05;-0.25
354;22.86;-2.71;354;0.08;-0.25
355;23.22;-2.71;355;0.1;-0.25
356;57.54;-1.52;356;0;-0.22
357;73.98;-0.58;357;0;-0.2
358;56.7;-1.52;358;0;-0.17
359;72.9;-0.58;359;0;-0.15
360;55.86;-1.52;360;0;-0.13
361;71.82;-0.58;361;-0.02;-0.17
362;41.1;-2.24;362;-0.04;-0.18
363;40.5;-2.24;363;-0.07;-0.18
364;39.9;-2.24;364;-0.09;-0.18
365;8.22;-2.95;365;-0.05;-0.2
366;24.66;-2.71;366;-0.05;-0.22
367;7.98;-2.95;367;-0.02;-0.2
368;8.1;-2.95;368;-0.02;-0.22
369;23.94;-2.71;369;-0.07;-0.2
370;24.3;-2.71;370;-0.07;-0.22
371;-21.42;-2.71;371;-0.09;-0.2
372;-7.14;-2.95;372;-0.1;-0.22
373;-21.06;-2.71;373;-0.04;-0.13
374;-7.02;-2.95;374;-0.04;-0.15
375;-20.7;-2.71;375;-0.02;-0.13
376;-6.9;-2.95;376;-0.02;-0.15
377;-64.26;-0.58;377;-0.06;-0.13
378;-49.98;-1.52;378;-0.06;-0.15
379;-35.7;-2.24;379;-0.08;-0.14
380;-62.1;-0.58;380;-0.08;-0.16
381;-63.18;-0.58;381;0.09;-0.18
382;-34.5;-2.24;382;0.07;-0.18
383;-48.3;-1.52;383;0.04;-0.18
384;-35.1;-2.24;384;0.02;-0.17
385;-49.14;-1.52;385;0.07;-0.2
386;-22.5;-2.71;386;0.07;-0.22
387;-7.5;-2.95;387;0.09;-0.2
388;-22.14;-2.71;388;0.1;-0.22
389;-7.38;-2.95;389;0.05;-0.2
390;-21.78;-2.71;390;0.05;-0.22
391;-7.26;-2.95;391;0.02;-0.2
392;-67.5;-0.58;392;0.02;-0.22
393;-52.5;-1.52;393;0.06;-0.13
394;-37.5;-2.24;394;0.06;-0.15
395;-65.34;-0.58;395;0.08;-0.14
396;-66.42;-0.58;396;0.08;-0.16
397;-36.3;-2.24;397;0.04;-0.13
398;-50.82;-1.52;398;0.04;-0.15
399;-36.9;-2.24;399;0.02;-0.13
400;-51.66;-1.52;400;0.02;-0.15
401;49.98;-1.52;401;0;-0.43
402;64.26;-0.58;402;0;-0.4
403;49.14;-1.52;403;0;-0.36
404;63.18;-0.58;404;0;-0.33
405;48.3;-1.52;405;0;-0.3
406;62.1;-0.58;406;0;-0.28
407;35.7;-2.24;407;-0.03;-0.36
408;35.1;-2.24;408;-0.06;-0.37
409;34.5;-2.24;409;-0.09;-0.37
410;7.14;-2.95;410;-0.12;-0.37
411;21.42;-2.71;411;-0.06;-0.4
412;6.9;-2.95;412;-0.07;-0.43
413;7.02;-2.95;413;-0.03;-0.4
414;20.7;-2.71;414;-0.03;-0.43
415;21.06;-2.71;415;-0.1;-0.4
416;52.5;-1.52;416;-0.1;-0.43
417;67.5;-0.58;417;-0.13;-0.4
418;51.66;-1.52;418;-0.13;-0.43
419;66.42;-0.58;419;-0.05;-0.28
420;50.82;-1.52;420;-0.06;-0.3
421;65.34;-0.58;421;-0.06;-0.33
422;37.5;-2.24;422;-0.03;-0.3
423;36.9;-2.24;423;-0.03;-0.28
424;36.3;-2.24;424;-0.03;-0.33
425;7.5;-2.95;425;-0.11;-0.31
426;22.5;-2.71;426;-0.09;-0.31
427;7.38;-2.95;427;-0.11;-0.28
428;22.14;-2.71;428;-0.08;-0.28
429;7.26;-2.95;429;-0.12;-0.34
430;21.78;-2.71;430;-0.09;-0.33
431;-18.9;-2.71;431;0.12;-0.37
432;-6.3;-2.95;432;0.09;-0.37
433;-18.54;-2.71;433;0.06;-0.37
434;-6.18;-2.95;434;0.03;-0.36
435;-18.18;-2.71;435;0.1;-0.4
436;-6.06;-2.95;436;0.1;-0.43
437;-56.7;-0.58;437;0.13;-0.4
438;-44.1;-1.52;438;0.13;-0.43
439;-31.5;-2.24;439;0.06;-0.4
440;-54.54;-0.58;440;0.07;-0.43
441;-55.62;-0.58;441;0.03;-0.4
442;-30.3;-2.24;442;0.03;-0.43
443;-42.42;-1.52;443;0.08;-0.28
444;-30.9;-2.24;444;0.09;-0.31
445;-43.26;-1.52;445;0.09;-0.33
446;-19.98;-2.71;446;0.11;-0.31
447;-20.34;-2.71;447;0.11;-0.28
448;-6.66;-2.95;448;0.12;-0.34
449;-6.78;-2.95;449;0.03;-0.3
450;-19.62;-2.71;450;0.06;-0.3
451;-6.54;-2.95;451;0.03;-0.28
452;-19.26;-2.71;452;0.05;-0.28
453;-6.42;-2.95;453;0.03;-0.33
454;-59.94;-0.58;454;0.06;-0.33
455;-61.02;-0.58;455;-0.19;-0.97
456;-46.62;-1.52;456;-0.14;-0.97
457;-47.46;-1.52;457;-0.1;-0.97
458;-33.3;-2.24;458;-0.05;-0.97
459;-33.9;-2.24;459;0;-0.97
460;-57.78;-0.58;460;0.05;-0.97
461;-58.86;-0.58;461;0.1;-0.97
462;-32.1;-2.24;462;0.14;-0.97
463;-44.94;-1.52;463;0.19;-0.97
464;-32.7;-2.24;464;-0.17;-0.7
465;-45.78;-1.52;465;-0.13;-0.7
466;44.1;-1.52;466;-0.08;-0.7
467;56.7;-0.58;467;-0.04;-0.7
468;43.26;-1.52;468;0;-0.7
469;55.62;-0.58;469;0.04;-0.7
470;42.42;-1.52;470;0.08;-0.7
471;54.54;-0.58;471;0.13;-0.7
472;31.5;-2.24;472;0.17;-0.7
473;30.9;-2.24;473;0;-0.66
474;30.3;-2.24;474;0;-0.62
475;6.3;-2.95;475;0;-0.58
476;18.9;-2.71;476;0;-0.54
477;6.06;-2.95;477;0;-0.5
478;6.18;-2.95;478;-0.04;-0.58
479;18.18;-2.71;479;-0.08;-0.58
480;18.54;-2.71;480;-0.12;-0.58
481;47.46;-1.52;481;-0.15;-0.58
482;61.02;-0.58;482;-0.08;-0.62
483;46.62;-1.52;483;-0.08;-0.66
484;59.94;-0.58;484;-0.04;-0.62
485;45.78;-1.52;485;-0.04;-0.66
486;58.86;-0.58;486;-0.12;-0.62
487;44.94;-1.52;487;-0.12;-0.66
488;57.78;-0.58;488;-0.16;-0.62
489;6.66;-2.95;489;-0.16;-0.66
490;6.78;-2.95;490;-0.07;-0.5
491;33.3;-2.24;491;-0.07;-0.54
492;19.98;-2.71;492;-0.04;-0.5
493;33.9;-2.24;493;-0.04;-0.54
494;20.34;-2.71;494;-0.11;-0.5
495;6.42;-2.95;495;-0.11;-0.54
496;6.54;-2.95;496;-0.14;-0.5
497;19.26;-2.71;497;-0.15;-0.54
498;19.62;-2.71;498;0.15;-0.58
499;32.1;-2.24;499;0.12;-0.58
500;32.7;-2.24;500;0.08;-0.58
501;-16.74;-2.71;501;0.04;-0.58
502;-5.58;-2.95;502;0.12;-0.62
503;-16.38;-2.71;503;0.12;-0.66
504;-5.46;-2.95;504;0.16;-0.62
505;-16.02;-2.71;505;0.16;-0.66
506;-5.34;-2.95;506;0.08;-0.62
507;-50.22;-0.58;507;0.08;-0.66
508;-39.06;-1.52;508;0.04;-0.62
509;-27.9;-2.24;509;0.04;-0.66
510;-48.06;-0.58;510;0.11;-0.5
511;-49.14;-0.58;511;0.11;-0.54
512;-37.38;-1.52;512;0.14;-0.5
513;-38.22;-1.52;513;0.15;-0.54
514;-26.7;-2.24;514;0.07;-0.5
515;-27.3;-2.24;515;0.07;-0.54
516;-17.82;-2.71;516;0.04;-0.5
517;-5.94;-2.95;517;0.04;-0.54
518;-17.46;-2.71;518;0;-0.92
519;-5.82;-2.95;519;0;-0.88
520;-17.1;-2.71;520;0;-0.83
521;-5.7;-2.95;521;0;-0.78
522;-53.46;-0.58;522;0;-0.74
523;-41.58;-1.52;523;-0.04;-0.83
524;-29.7;-2.24;524;-0.09;-0.83
525;-51.3;-0.58;525;-0.14;-0.83
526;-52.38;-0.58;526;-0.18;-0.83
527;-28.5;-2.24;527;-0.09;-0.88
528;-39.9;-1.52;528;-0.09;-0.92
529;-29.1;-2.24;529;-0.05;-0.88
530;-40.74;-1.52;530;-0.05;-0.92
531;39.06;-1.52;531;-0.18;-0.88
532;50.22;-0.58;532;-0.14;-0.88
533;38.22;-1.52;533;-0.19;-0.92
534;49.14;-0.58;534;-0.14;-0.92
535;37.38;-1.52;535;-0.09;-0.74
536;48.06;-0.58;536;-0.09;-0.79
537;5.58;-2.95;537;-0.04;-0.74
538;16.74;-2.71;538;-0.04;-0.78
539;27.9;-2.24;539;-0.13;-0.74
540;5.34;-2.95;540;-0.13;-0.79
541;5.46;-2.95;541;-0.17;-0.74
542;26.7;-2.24;542;-0.18;-0.79
543;16.02;-2.71;543;0.18;-0.83
544;27.3;-2.24;544;0.14;-0.83
545;16.38;-2.71;545;0.09;-0.83
546;41.58;-1.52;546;0.04;-0.83
547;53.46;-0.58;547;0.14;-0.88
548;40.74;-1.52;548;0.14;-0.92
549;52.38;-0.58;549;0.18;-0.88
550;39.9;-1.52;550;0.19;-0.92
551;51.3;-0.58;551;0.09;-0.88
552;29.7;-2.24;552;0.09;-0.92
553;29.1;-2.24;553;0.05;-0.88
554;28.5;-2.24;554;0.05;-0.92
555;5.94;-2.95;555;0.13;-0.74
556;17.82;-2.71;556;0.13;-0.79
557;5.82;-2.95;557;0.17;-0.74
558;17.46;-2.71;558;0.18;-0.79
559;5.7;-2.95;559;0.09;-0.74
560;17.1;-2.71;560;0.09;-0.79
561;-14.58;-2.72;561;0.04;-0.74
562;-4.86;-2.95;562;0.04;-0.78
563;-13.86;-2.72;563;-0.22;-1.28
564;-14.22;-2.72;564;-0.16;-1.28
565;-4.62;-2.96;565;-0.11;-1.28
566;-4.74;-2.96;566;-0.05;-1.28
567;-24.3;-2.24;567;0;-1.28
568;-23.7;-2.24;568;0.05;-1.28
569;-23.1;-2.24;569;0.11;-1.28
570;-43.74;-0.58;570;0.16;-1.28
571;-34.02;-1.52;571;0.22;-1.28
572;-41.58;-0.58;572;0;-1.23
573;-42.66;-0.58;573;0;-1.17
574;-32.34;-1.52;574;0;-1.12
575;-33.18;-1.52;575;0;-1.07
576;-15.66;-2.71;576;0;-1.02
577;-5.22;-2.95;577;-0.05;-1.12
578;-15.3;-2.71;578;-0.1;-1.12
579;-5.1;-2.95;579;-0.15;-1.12
580;-14.94;-2.72;580;-0.2;-1.12
581;-4.98;-2.95;581;-0.1;-1.17
582;-26.1;-2.24;582;-0.11;-1.23
583;-25.5;-2.24;583;-0.05;-1.17
584;-24.9;-2.24;584;-0.05;-1.23
585;-46.98;-0.58;585;-0.21;-1.17
586;-36.54;-1.52;586;-0.16;-1.17
587;-44.82;-0.58;587;-0.21;-1.23
588;-45.9;-0.58;588;-0.16;-1.23
589;-34.86;-1.52;589;-0.1;-1.02
590;-35.7;-1.52;590;-0.1;-1.07
591;34.02;-1.52;591;-0.05;-1.02
592;43.74;-0.58;592;-0.05;-1.07
593;33.18;-1.52;593;-0.2;-1.02
594;42.66;-0.58;594;-0.15;-1.02
595;32.34;-1.52;595;-0.2;-1.07
596;41.58;-0.58;596;-0.15;-1.07
597;24.3;-2.24;597;0.2;-1.12
598;23.7;-2.24;598;0.15;-1.12
599;23.1;-2.24;599;0.1;-1.12
600;4.86;-2.95;600;0.05;-1.12
601;14.58;-2.71;601;0.16;-1.17
602;4.62;-2.95;602;0.16;-1.23
603;4.74;-2.95;603;0.21;-1.17
604;13.86;-2.71;604;0.21;-1.23
605;14.22;-2.71;605;0.1;-1.17
606;36.54;-1.52;606;0.11;-1.23
607;46.98;-0.58;607;0.05;-1.17
608;34.86;-1.52;608;0.05;-1.23
609;35.7;-1.52;609;0.15;-1.02
