elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
185;-28.54;-2.85;185;-0.42;-3.74
186;-9.51;-3.1;186;-0.42;-3.82
187;-48.83;-2.35;187;-0.42;-3.91
188;-48.19;-2.35;188;-0.43;-3.99
189;-47.56;-2.35;189;-0.43;-4.08
190;-87.89;-0.61;190;-0.43;-4.16
191;-68.36;-1.59;191;-0.43;-4.25
192;-86.75;-0.61;192;-0.43;-4.34
193;-67.47;-1.59;193;-0.44;-4.43
194;-85.62;-0.61;194;-0.44;-4.51
195;-66.59;-1.59;195;-0.44;-4.6
196;-30.43;-2.85;196;-0.44;-4.69
197;-30.81;-2.85;197;-0.44;-4.78
198;-10.14;-3.1;198;-0.44;-4.87
199;-10.27;-3.1;199;-0.44;-4.95
200;-30.05;-2.85;200;-0.44;-5.04
201;-10.02;-3.1;201;-0.45;-5.13
202;-29.67;-2.85;202;-0.45;-5.22
203;-9.89;-3.1;203;-0.45;-5.31
204;-91.29;-0.61;204;-0.45;-5.4
205;-92.42;-0.61;205;-0.45;-5.49
206;-71;-1.59;206;-0.45;-5.58
207;-71.88;-1.59;207;-0.45;-5.67
208;-50.71;-2.35;208;-0.45;-5.76
209;-51.34;-2.35;209;-0.45;-5.85
210;-89.02;-0.61;210;-0.45;-5.94
211;-90.15;-0.61;211;-0.45;-6.03
212;-49.46;-2.35;212;-0.36;-6.03
213;-69.24;-1.59;213;-0.27;-6.03
214;-50.08;-2.35;214;-0.18;-6.03
215;-70.12;-1.59;215;-0.09;-6.03
216;68.36;-1.59;216;0;-6.03
217;87.89;-0.61;217;0.09;-6.03
218;67.47;-1.59;218;0.18;-6.03
219;86.75;-0.61;219;0.27;-6.03
220;66.59;-1.59;220;0.36;-6.04
221;85.62;-0.61;221;-0.27;-1.89
222;48.83;-2.35;222;-0.2;-1.89
223;48.19;-2.35;223;-0.13;-1.89
224;47.56;-2.35;224;-0.07;-1.89
225;9.77;-3.1;225;0;-1.89
226;29.3;-2.85;226;0.07;-1.89
227;9.51;-3.1;227;0.13;-1.89
228;9.64;-3.1;228;0.2;-1.89
229;28.54;-2.85;229;0.27;-1.89
230;28.92;-2.85;230;-0.16;-0.53
231;71.88;-1.59;231;-0.12;-0.52
232;92.42;-0.61;232;-0.08;-0.52
233;71;-1.59;233;-0.04;-0.52
234;91.29;-0.61;234;0;-0.52
235;69.24;-1.59;235;0.04;-0.52
236;70.12;-1.59;236;0.08;-0.52
237;89.02;-0.61;237;0.12;-0.52
238;90.15;-0.61;238;0.16;-0.53
239;10.14;-3.1;239;-0.08;-0.13
240;10.27;-3.1;240;-0.06;-0.13
241;30.43;-2.85;241;-0.04;-0.13
242;30.81;-2.85;242;-0.02;-0.13
243;50.71;-2.35;243;0;-0.13
244;51.34;-2.35;244;0.02;-0.13
245;9.89;-3.1;245;0.04;-0.13
246;10.02;-3.1;246;0.06;-0.13
247;29.67;-2.85;247;0.08;-0.13
248;30.05;-2.85;248;-0.04;-0.04
249;49.46;-2.35;249;-0.03;-0.03
250;50.08;-2.35;250;-0.02;-0.03
251;-27.03;-2.85;251;-0.01;-0.03
252;-9.01;-3.1;252;0;-0.03
253;-26.65;-2.85;253;0.01;-0.03
254;-8.88;-3.1;254;0.02;-0.03
255;-26.27;-2.85;255;0.03;-0.03
256;-8.76;-3.1;256;0.04;-0.04
257;-45.04;-2.35;257;0;-0.02
258;-44.42;-2.35;258;0;-0.01
259;-43.78;-2.35;259;0;-0.01
260;-81.08;-0.61;260;0;0
261;-63.06;-1.59;261;0;0
262;-79.95;-0.61;262;0;-0.01
263;-62.18;-1.59;263;-0.01;-0.01
264;-78.81;-0.61;264;-0.02;-0.01
265;-61.3;-1.59;265;-0.02;-0.01
266;-28.16;-2.85;266;-0.01;-0.01
267;-9.39;-3.1;267;-0.02;-0.02
268;-27.78;-2.85;268;-0.01;-0.01
269;-9.26;-3.1;269;-0.01;-0.02
270;-27.41;-2.85;270;-0.02;-0.02
271;-9.14;-3.1;271;-0.03;-0.02
272;-46.94;-2.35;272;-0.03;-0.02
273;-46.31;-2.35;273;-0.03;-0.03
274;-45.67;-2.35;274;0;0
275;-84.48;-0.61;275;-0.01;0
276;-65.71;-1.59;276;0;0
277;-82.21;-0.61;277;0;0
278;-83.35;-0.61;278;0;0
279;-63.94;-1.59;279;-0.01;0
280;-64.83;-1.59;280;-0.01;0
281;63.06;-1.59;281;-0.01;-0.01
282;81.08;-0.61;282;0.02;-0.01
283;62.18;-1.59;283;0.02;-0.01
284;79.95;-0.61;284;0.01;-0.01
285;61.3;-1.59;285;0;-0.01
286;78.81;-0.61;286;0.02;-0.02
287;45.04;-2.35;287;0.03;-0.02
288;44.42;-2.35;288;0.03;-0.02
289;43.78;-2.35;289;0.03;-0.03
290;9.01;-3.1;290;0.01;-0.01
291;27.03;-2.85;291;0.02;-0.02
292;8.76;-3.1;292;0.01;-0.01
293;8.88;-3.1;293;0.01;-0.02
294;26.27;-2.85;294;0;0
295;26.65;-2.85;295;0.01;0
296;65.71;-1.59;296;0.01;0
297;84.48;-0.61;297;0.01;-0.01
298;64.83;-1.59;298;0;0
299;83.35;-0.61;299;0.01;0
300;63.94;-1.59;300;0;0
301;82.21;-0.61;301;0;0
302;46.94;-2.35;302;0;-0.11
303;46.31;-2.35;303;0;-0.09
304;45.67;-2.35;304;0;-0.07
305;9.39;-3.1;305;0;-0.06
306;28.16;-2.85;306;0;-0.04
307;9.26;-3.1;307;-0.02;-0.07
308;27.78;-2.85;308;-0.03;-0.07
309;9.14;-3.1;309;-0.05;-0.07
310;27.41;-2.85;310;-0.06;-0.08
311;-24.76;-2.85;311;-0.03;-0.09
312;-8.25;-3.1;312;-0.04;-0.11
313;-24;-2.85;313;-0.02;-0.09
314;-24.38;-2.85;314;-0.02;-0.11
315;-8;-3.1;315;-0.07;-0.09
316;-8.13;-3.1;316;-0.05;-0.09
317;-74.28;-0.61;317;-0.07;-0.11
318;-57.77;-1.59;318;-0.06;-0.11
319;-41.26;-2.35;319;-0.02;-0.04
320;-72.01;-0.61;320;-0.03;-0.06
321;-73.14;-0.61;321;-0.01;-0.04
322;-40.01;-2.35;322;-0.01;-0.06
323;-56.01;-1.59;323;-0.04;-0.05
324;-40.63;-2.35;324;-0.04;-0.06
325;-56.89;-1.59;325;-0.05;-0.05
326;-25.89;-2.85;326;-0.05;-0.06
327;-8.63;-3.1;327;0.06;-0.08
328;-25.51;-2.85;328;0.05;-0.07
329;-8.51;-3.1;329;0.03;-0.07
330;-25.14;-2.85;330;0.02;-0.07
331;-8.38;-3.1;331;0.05;-0.09
332;-43.15;-2.35;332;0.06;-0.11
333;-42.53;-2.35;333;0.07;-0.09
334;-41.9;-2.35;334;0.07;-0.11
335;-77.68;-0.61;335;0.03;-0.09
336;-60.42;-1.59;336;0.04;-0.11
337;-76.54;-0.61;337;0.02;-0.09
338;-59.53;-1.59;338;0.02;-0.11
339;-75.41;-0.61;339;0.04;-0.05
340;-58.65;-1.59;340;0.04;-0.06
341;57.77;-1.59;341;0.05;-0.05
342;74.28;-0.61;342;0.05;-0.06
343;56.01;-1.59;343;0.02;-0.04
344;56.89;-1.59;344;0.03;-0.06
345;72.01;-0.61;345;0.01;-0.04
346;73.14;-0.61;346;0.01;-0.06
347;41.26;-2.35;347;-0.12;-0.28
348;40.63;-2.35;348;-0.09;-0.28
349;40.01;-2.35;349;-0.06;-0.28
350;8.25;-3.1;350;-0.03;-0.28
351;24.76;-2.85;351;0;-0.28
352;8;-3.1;352;0.03;-0.28
353;8.13;-3.1;353;0.06;-0.28
354;24;-2.85;354;0.09;-0.28
355;24.38;-2.85;355;0.12;-0.28
356;60.42;-1.59;356;0;-0.25
357;77.68;-0.61;357;0;-0.22
358;59.53;-1.59;358;0;-0.2
359;76.54;-0.61;359;0;-0.17
360;58.65;-1.59;360;0;-0.15
361;75.41;-0.61;361;-0.02;-0.2
362;43.15;-2.35;362;-0.05;-0.2
363;42.53;-2.35;363;-0.07;-0.2
364;41.9;-2.35;364;-0.1;-0.2
365;8.63;-3.1;365;-0.05;-0.22
366;25.89;-2.85;366;-0.06;-0.25
367;8.38;-3.1;367;-0.03;-0.22
368;8.51;-3.1;368;-0.03;-0.25
369;25.14;-2.85;369;-0.08;-0.22
370;25.51;-2.85;370;-0.08;-0.25
371;-22.49;-2.85;371;-0.11;-0.23
372;-7.5;-3.1;372;-0.11;-0.25
373;-22.11;-2.85;373;-0.04;-0.15
374;-7.37;-3.1;374;-0.05;-0.17
375;-21.74;-2.85;375;-0.02;-0.15
376;-7.24;-3.1;376;-0.02;-0.17
377;-67.47;-0.61;377;-0.07;-0.15
378;-52.48;-1.59;378;-0.07;-0.17
379;-37.49;-2.35;379;-0.09;-0.15
380;-65.21;-0.61;380;-0.09;-0.17
381;-66.34;-0.61;381;0.1;-0.2
382;-36.22;-2.35;382;0.07;-0.2
383;-50.72;-1.59;383;0.05;-0.2
384;-36.85;-2.35;384;0.02;-0.2
385;-51.6;-1.59;385;0.08;-0.22
386;-23.62;-2.85;386;0.08;-0.25
387;-7.88;-3.1;387;0.11;-0.23
388;-23.25;-2.85;388;0.11;-0.25
389;-7.75;-3.1;389;0.05;-0.22
390;-22.87;-2.85;390;0.06;-0.25
391;-7.62;-3.1;391;0.03;-0.22
392;-70.88;-0.61;392;0.03;-0.25
393;-55.12;-1.59;393;0.07;-0.15
394;-39.38;-2.35;394;0.07;-0.17
395;-68.61;-0.61;395;0.09;-0.15
396;-69.74;-0.61;396;0.09;-0.17
397;-38.12;-2.35;397;0.04;-0.15
398;-53.36;-1.59;398;0.05;-0.17
399;-38.74;-2.35;399;0.02;-0.15
400;-54.24;-1.59;400;0.02;-0.17
401;52.48;-1.59;401;0;-0.48
402;67.47;-0.61;402;0;-0.45
403;51.6;-1.59;403;0;-0.41
404;66.34;-0.61;404;0;-0.37
405;50.72;-1.59;405;0;-0.34
406;65.21;-0.61;406;0;-0.31
407;37.49;-2.35;407;-0.04;-0.41
408;36.85;-2.35;408;-0.07;-0.41
409;36.22;-2.35;409;-0.11;-0.41
410;7.5;-3.1;410;-0.14;-0.41
411;22.49;-2.85;411;-0.07;-0.45
412;7.24;-3.1;412;-0.08;-0.48
413;7.37;-3.1;413;-0.04;-0.45
414;21.74;-2.85;414;-0.04;-0.48
415;22.11;-2.85;415;-0.11;-0.45
416;55.12;-1.59;416;-0.11;-0.49
417;70.88;-0.61;417;-0.15;-0.45
418;54.24;-1.59;418;-0.15;-0.49
419;69.74;-0.61;419;-0.06;-0.31
420;53.36;-1.59;420;-0.06;-0.34
421;68.61;-0.61;421;-0.07;-0.38
422;39.38;-2.35;422;-0.03;-0.34
423;38.74;-2.35;423;-0.03;-0.31
424;38.12;-2.35;424;-0.03;-0.37
425;7.88;-3.1;425;-0.13;-0.34
426;23.62;-2.85;426;-0.1;-0.34
427;7.75;-3.1;427;-0.12;-0.31
428;23.25;-2.85;428;-0.09;-0.31
429;7.62;-3.1;429;-0.13;-0.38
430;22.87;-2.85;430;-0.1;-0.38
431;-19.84;-2.85;431;0.14;-0.41
432;-6.61;-3.1;432;0.11;-0.41
433;-19.47;-2.85;433;0.07;-0.41
434;-6.49;-3.1;434;0.04;-0.41
435;-19.09;-2.85;435;0.11;-0.45
436;-6.36;-3.1;436;0.11;-0.49
437;-59.53;-0.61;437;0.15;-0.45
438;-46.31;-1.59;438;0.15;-0.49
439;-33.08;-2.35;439;0.07;-0.45
440;-57.27;-0.61;440;0.08;-0.48
441;-58.4;-0.61;441;0.04;-0.45
442;-31.82;-2.35;442;0.04;-0.48
443;-44.54;-1.59;443;0.09;-0.31
444;-32.44;-2.35;444;0.1;-0.34
445;-45.42;-1.59;445;0.1;-0.38
446;-20.98;-2.85;446;0.13;-0.34
447;-21.36;-2.85;447;0.12;-0.31
448;-6.99;-3.1;448;0.13;-0.38
449;-7.12;-3.1;449;0.03;-0.34
450;-20.6;-2.85;450;0.06;-0.34
451;-6.87;-3.1;451;0.03;-0.31
452;-20.22;-2.85;452;0.06;-0.31
453;-6.74;-3.1;453;0.03;-0.37
454;-62.94;-0.61;454;0.07;-0.38
455;-64.07;-0.61;455;-0.22;-1.09
456;-48.95;-1.59;456;-0.16;-1.09
457;-49.83;-1.59;457;-0.11;-1.09
458;-34.97;-2.35;458;-0.05;-1.09
459;-35.6;-2.35;459;0;-1.09
460;-60.67;-0.61;460;0.05;-1.09
461;-61.8;-0.61;461;0.11;-1.09
462;-33.71;-2.35;462;0.16;-1.09
463;-47.19;-1.59;463;0.22;-1.09
464;-34.33;-2.35;464;-0.19;-0.79
465;-48.07;-1.59;465;-0.14;-0.79
466;46.31;-1.59;466;-0.09;-0.79
467;59.53;-0.61;467;-0.05;-0.78
468;45.42;-1.59;468;0;-0.78
469;58.4;-0.61;469;0.05;-0.78
470;44.54;-1.59;470;0.09;-0.79
471;57.27;-0.61;471;0.14;-0.79
472;33.08;-2.35;472;0.19;-0.79
473;32.44;-2.35;473;0;-0.74
474;31.82;-2.35;474;0;-0.69
475;6.61;-3.1;475;0;-0.65
476;19.84;-2.85;476;0;-0.6
477;6.36;-3.1;477;0;-0.56
478;6.49;-3.1;478;-0.04;-0.65
479;19.09;-2.85;479;-0.09;-0.65
480;19.47;-2.85;480;-0.13;-0.65
481;49.83;-1.59;481;-0.17;-0.65
482;64.07;-0.61;482;-0.09;-0.69
483;48.95;-1.59;483;-0.09;-0.74
484;62.94;-0.61;484;-0.04;-0.69
485;48.07;-1.59;485;-0.05;-0.74
486;61.8;-0.61;486;-0.13;-0.69
487;47.19;-1.59;487;-0.14;-0.74
488;60.67;-0.61;488;-0.18;-0.7
489;6.99;-3.1;489;-0.18;-0.74
490;7.12;-3.1;490;-0.08;-0.56
491;34.97;-2.35;491;-0.08;-0.61
492;20.98;-2.85;492;-0.04;-0.56
493;35.6;-2.35;493;-0.04;-0.6
494;21.36;-2.85;494;-0.12;-0.56
495;6.74;-3.1;495;-0.13;-0.61
496;6.87;-3.1;496;-0.16;-0.57
497;20.22;-2.85;497;-0.17;-0.61
498;20.6;-2.85;498;0.17;-0.65
499;33.71;-2.35;499;0.13;-0.65
500;34.33;-2.35;500;0.09;-0.65
501;-17.58;-2.85;501;0.04;-0.65
502;-5.86;-3.1;502;0.13;-0.69
503;-17.2;-2.85;503;0.14;-0.74
504;-5.73;-3.1;504;0.18;-0.7
505;-16.82;-2.85;505;0.18;-0.74
506;-5.61;-3.1;506;0.09;-0.69
507;-52.73;-0.61;507;0.09;-0.74
508;-41.01;-1.59;508;0.04;-0.69
509;-29.3;-2.35;509;0.05;-0.74
510;-50.46;-0.61;510;0.12;-0.56
511;-51.6;-0.61;511;0.13;-0.61
512;-39.25;-1.59;512;0.16;-0.57
513;-40.13;-1.59;513;0.17;-0.61
514;-28.03;-2.35;514;0.08;-0.56
515;-28.67;-2.35;515;0.08;-0.61
516;-18.71;-2.85;516;0.04;-0.56
517;-6.24;-3.1;517;0.04;-0.6
518;-18.33;-2.85;518;0;-1.04
519;-6.11;-3.1;519;0;-0.98
520;-17.95;-2.85;520;0;-0.93
521;-5.99;-3.1;521;0;-0.88
522;-56.13;-0.61;522;0;-0.83
523;-43.66;-1.59;523;-0.05;-0.93
524;-31.18;-2.35;524;-0.1;-0.93
525;-53.87;-0.61;525;-0.15;-0.93
526;-55;-0.61;526;-0.2;-0.94
527;-29.92;-2.35;527;-0.1;-0.98
528;-41.9;-1.59;528;-0.11;-1.04
529;-30.56;-2.35;529;-0.05;-0.98
530;-42.78;-1.59;530;-0.05;-1.04
531;41.01;-1.59;531;-0.21;-0.99
532;52.73;-0.61;532;-0.16;-0.99
533;40.13;-1.59;533;-0.21;-1.04
534;51.6;-0.61;534;-0.16;-1.04
535;39.25;-1.59;535;-0.1;-0.83
536;50.46;-0.61;536;-0.1;-0.88
537;5.86;-3.1;537;-0.05;-0.83
538;17.58;-2.85;538;-0.05;-0.88
539;29.3;-2.35;539;-0.14;-0.83
540;5.61;-3.1;540;-0.15;-0.88
541;5.73;-3.1;541;-0.19;-0.84
542;28.03;-2.35;542;-0.2;-0.88
543;16.82;-2.85;543;0.2;-0.94
544;28.67;-2.35;544;0.15;-0.93
545;17.2;-2.85;545;0.1;-0.93
546;43.66;-1.59;546;0.05;-0.93
547;56.13;-0.61;547;0.16;-0.99
548;42.78;-1.59;548;0.16;-1.04
549;55;-0.61;549;0.21;-0.99
550;41.9;-1.59;550;0.21;-1.04
551;53.87;-0.61;551;0.1;-0.98
552;31.18;-2.35;552;0.11;-1.04
553;30.56;-2.35;553;0.05;-0.98
554;29.92;-2.35;554;0.05;-1.04
555;6.24;-3.1;555;0.14;-0.83
556;18.71;-2.85;556;0.15;-0.88
557;6.11;-3.1;557;0.19;-0.84
558;18.33;-2.85;558;0.2;-0.88
559;5.99;-3.1;559;0.1;-0.83
560;17.95;-2.85;560;0.1;-0.88
561;-15.31;-2.85;561;0.05;-0.83
562;-5.1;-3.1;562;0.05;-0.88
563;-14.55;-2.85;563;-0.24;-1.44
564;-14.93;-2.85;564;-0.18;-1.44
565;-4.85;-3.1;565;-0.12;-1.44
566;-4.98;-3.1;566;-0.06;-1.44
567;-25.51;-2.35;567;0;-1.44
568;-24.89;-2.35;568;0.06;-1.44
569;-24.25;-2.35;569;0.12;-1.44
570;-45.93;-0.61;570;0.18;-1.44
571;-35.72;-1.59;571;0.24;-1.44
572;-43.66;-0.61;572;0;-1.38
573;-44.79;-0.61;573;0;-1.32
574;-33.96;-1.59;574;0;-1.26
575;-34.84;-1.59;575;0;-1.2
576;-16.44;-2.85;576;0;-1.15
577;-5.48;-3.1;577;-0.06;-1.26
578;-16.07;-2.85;578;-0.11;-1.26
579;-5.36;-3.1;579;-0.17;-1.26
580;-15.69;-2.85;580;-0.23;-1.26
581;-5.23;-3.1;581;-0.12;-1.32
582;-27.41;-2.35;582;-0.12;-1.38
583;-26.77;-2.35;583;-0.06;-1.32
584;-26.15;-2.35;584;-0.06;-1.38
585;-49.33;-0.61;585;-0.23;-1.32
586;-38.37;-1.59;586;-0.18;-1.32
587;-47.06;-0.61;587;-0.24;-1.38
588;-48.19;-0.61;588;-0.18;-1.38
589;-36.6;-1.59;589;-0.11;-1.15
590;-37.49;-1.59;590;-0.11;-1.2
591;35.72;-1.59;591;-0.06;-1.15
592;45.93;-0.61;592;-0.06;-1.2
593;34.84;-1.59;593;-0.22;-1.15
594;44.79;-0.61;594;-0.17;-1.15
595;33.96;-1.59;595;-0.23;-1.21
596;43.66;-0.61;596;-0.17;-1.2
597;25.51;-2.35;597;0.23;-1.26
598;24.89;-2.35;598;0.17;-1.26
599;24.25;-2.35;599;0.11;-1.26
600;5.1;-3.1;600;0.06;-1.26
601;15.31;-2.85;601;0.18;-1.32
602;4.85;-3.1;602;0.18;-1.38
603;4.98;-3.1;603;0.23;-1.32
604;14.55;-2.85;604;0.24;-1.38
605;14.93;-2.85;605;0.12;-1.32
606;38.37;-1.59;606;0.12;-1.38
607;49.33;-0.61;607;0.06;-1.32
608;36.6;-1.59;608;0.06;-1.38
609;37.49;-1.59;609;0.17;-1.15
610;47.06;-0.61;610;0.17;-1.2
