elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
365;7.4;-2.66;365;-0.05;-0.21
366;22.19;-2.44;366;-0.05;-0.23
367;7.18;-2.66;367;-0.02;-0.21
368;7.29;-2.66;368;-0.03;-0.23
369;21.55;-2.44;369;-0.07;-0.21
370;21.87;-2.44;370;-0.08;-0.23
371;-19.28;-2.44;371;-0.1;-0.21
372;-6.43;-2.66;372;-0.1;-0.23
373;-18.95;-2.44;373;-0.04;-0.14
374;-6.32;-2.66;374;-0.04;-0.16
375;-18.63;-2.44;375;-0.02;-0.14
376;-6.21;-2.66;376;-0.02;-0.16
377;-57.83;-0.52;377;-0.06;-0.14
378;-44.98;-1.36;378;-0.06;-0.16
379;-32.13;-2.01;379;-0.08;-0.14
380;-55.89;-0.52;380;-0.09;-0.16
381;-56.86;-0.52;381;0.09;-0.18
382;-31.05;-2.01;382;0.07;-0.18
383;-43.47;-1.36;383;0.05;-0.18
384;-31.59;-2.01;384;0.02;-0.18
385;-44.23;-1.36;385;0.07;-0.21
386;-20.25;-2.44;386;0.08;-0.23
387;-6.75;-2.66;387;0.1;-0.21
388;-19.93;-2.44;388;0.1;-0.23
389;-6.64;-2.66;389;0.05;-0.21
390;-19.6;-2.44;390;0.05;-0.23
391;-6.53;-2.66;391;0.02;-0.21
392;-60.75;-0.52;392;0.03;-0.23
393;-47.25;-1.36;393;0.06;-0.14
394;-33.75;-2.01;394;0.06;-0.16
395;-58.81;-0.52;395;0.08;-0.14
396;-59.78;-0.52;396;0.09;-0.16
397;-32.67;-2.01;397;0.04;-0.14
398;-45.74;-1.36;398;0.04;-0.16
399;-33.21;-2.01;399;0.02;-0.14
400;-46.49;-1.36;400;0.02;-0.16
401;44.98;-1.36;401;0;-0.45
402;57.83;-0.52;402;0;-0.41
403;44.23;-1.36;403;0;-0.38
404;56.86;-0.52;404;0;-0.35
405;43.47;-1.36;405;0;-0.31
406;55.89;-0.52;406;0;-0.29
407;32.13;-2.01;407;-0.03;-0.38
408;31.59;-2.01;408;-0.06;-0.38
409;31.05;-2.01;409;-0.1;-0.38
410;6.43;-2.66;410;-0.13;-0.38
411;19.28;-2.44;411;-0.07;-0.41
412;6.21;-2.66;412;-0.07;-0.45
413;6.32;-2.66;413;-0.03;-0.41
414;18.63;-2.44;414;-0.03;-0.45
415;18.95;-2.44;415;-0.1;-0.41
416;47.25;-1.36;416;-0.1;-0.45
417;60.75;-0.52;417;-0.13;-0.41
418;46.49;-1.36;418;-0.14;-0.45
419;59.78;-0.52;419;-0.06;-0.29
420;45.74;-1.36;420;-0.06;-0.32
421;58.81;-0.52;421;-0.06;-0.35
422;33.75;-2.01;422;-0.03;-0.32
423;33.21;-2.01;423;-0.03;-0.29
424;32.67;-2.01;424;-0.03;-0.35
425;6.75;-2.66;425;-0.12;-0.32
426;20.25;-2.44;426;-0.09;-0.32
427;6.64;-2.66;427;-0.11;-0.29
428;19.93;-2.44;428;-0.09;-0.29
429;6.53;-2.66;429;-0.12;-0.35
430;19.6;-2.44;430;-0.09;-0.35
431;-17.01;-2.44;431;0.13;-0.38
432;-5.67;-2.66;432;0.1;-0.38
433;-16.69;-2.44;433;0.06;-0.38
434;-5.56;-2.66;434;0.03;-0.38
435;-16.36;-2.44;435;0.1;-0.41
436;-5.45;-2.66;436;0.1;-0.45
437;-51.03;-0.52;437;0.13;-0.41
438;-39.69;-1.36;438;0.14;-0.45
439;-28.35;-2.01;439;0.07;-0.41
440;-49.09;-0.52;440;0.07;-0.45
441;-50.06;-0.52;441;0.03;-0.41
442;-27.27;-2.01;442;0.03;-0.45
443;-38.18;-1.36;443;0.09;-0.29
444;-27.81;-2.01;444;0.09;-0.32
445;-38.93;-1.36;445;0.09;-0.35
446;-17.98;-2.44;446;0.12;-0.32
447;-18.31;-2.44;447;0.11;-0.29
448;-5.99;-2.66;448;0.12;-0.35
449;-6.1;-2.66;449;0.03;-0.32
450;-17.66;-2.44;450;0.06;-0.32
451;-5.89;-2.66;451;0.03;-0.29
452;-17.33;-2.44;452;0.06;-0.29
453;-5.78;-2.66;453;0.03;-0.35
454;-53.95;-0.52;454;0.06;-0.35
455;-54.92;-0.52;455;-0.2;-1.01
456;-41.96;-1.36;456;-0.15;-1.01
457;-42.71;-1.36;457;-0.1;-1.01
458;-29.97;-2.01;458;-0.05;-1.01
459;-30.51;-2.01;459;0;-1.01
460;-52;-0.52;460;0.05;-1.01
461;-52.97;-0.52;461;0.1;-1.01
462;-28.89;-2.01;462;0.15;-1.01
463;-40.45;-1.36;463;0.2;-1.01
464;-29.43;-2.01;464;-0.17;-0.73
465;-41.2;-1.36;465;-0.13;-0.73
466;39.69;-1.36;466;-0.09;-0.72
467;51.03;-0.52;467;-0.04;-0.72
468;38.93;-1.36;468;0;-0.72
469;50.06;-0.52;469;0.04;-0.72
470;38.18;-1.36;470;0.09;-0.72
471;49.09;-0.52;471;0.13;-0.73
472;28.35;-2.01;472;0.17;-0.73
473;27.81;-2.01;473;0;-0.68
474;27.27;-2.01;474;0;-0.64
475;5.67;-2.66;475;0;-0.6
476;17.01;-2.44;476;0;-0.56
477;5.45;-2.66;477;0;-0.52
478;5.56;-2.66;478;-0.04;-0.6
479;16.36;-2.44;479;-0.08;-0.6
480;16.69;-2.44;480;-0.12;-0.6
481;42.71;-1.36;481;-0.16;-0.6
482;54.92;-0.52;482;-0.08;-0.64
483;41.96;-1.36;483;-0.08;-0.68
484;53.95;-0.52;484;-0.04;-0.64
485;41.2;-1.36;485;-0.04;-0.68
486;52.97;-0.52;486;-0.12;-0.64
487;40.45;-1.36;487;-0.13;-0.68
488;52;-0.52;488;-0.16;-0.64
489;5.99;-2.66;489;-0.17;-0.68
490;6.1;-2.66;490;-0.07;-0.52
491;29.97;-2.01;491;-0.08;-0.56
492;17.98;-2.44;492;-0.04;-0.52
493;30.51;-2.01;493;-0.04;-0.56
494;18.31;-2.44;494;-0.11;-0.52
495;5.78;-2.66;495;-0.12;-0.56
496;5.89;-2.66;496;-0.15;-0.52
497;17.33;-2.44;497;-0.15;-0.56
498;17.66;-2.44;498;0.16;-0.6
499;28.89;-2.01;499;0.12;-0.6
500;29.43;-2.01;500;0.08;-0.6
501;-15.07;-2.44;501;0.04;-0.6
502;-5.02;-2.66;502;0.12;-0.64
503;-14.74;-2.44;503;0.13;-0.68
504;-4.91;-2.66;504;0.16;-0.64
505;-14.42;-2.44;505;0.17;-0.68
506;-4.81;-2.66;506;0.08;-0.64
507;-45.2;-0.52;507;0.08;-0.68
508;-35.15;-1.36;508;0.04;-0.64
509;-25.11;-2.01;509;0.04;-0.68
510;-43.25;-0.52;510;0.11;-0.52
511;-44.23;-0.52;511;0.12;-0.56
512;-33.64;-1.36;512;0.15;-0.52
513;-34.4;-1.36;513;0.15;-0.56
514;-24.03;-2.01;514;0.07;-0.52
515;-24.57;-2.01;515;0.08;-0.56
516;-16.04;-2.44;516;0.04;-0.52
517;-5.35;-2.66;517;0.04;-0.56
518;-15.71;-2.44;518;0;-0.96
519;-5.24;-2.66;519;0;-0.91
520;-15.39;-2.44;520;0;-0.86
521;-5.13;-2.66;521;0;-0.81
522;-48.11;-0.52;522;0;-0.77
523;-37.42;-1.36;523;-0.05;-0.86
524;-26.73;-2.01;524;-0.09;-0.86
525;-46.17;-0.52;525;-0.14;-0.86
526;-47.14;-0.52;526;-0.19;-0.86
527;-25.65;-2.01;527;-0.1;-0.91
528;-35.91;-1.36;528;-0.1;-0.96
529;-26.19;-2.01;529;-0.05;-0.91
530;-36.67;-1.36;530;-0.05;-0.96
531;35.15;-1.36;531;-0.19;-0.91
532;45.2;-0.52;532;-0.14;-0.91
533;34.4;-1.36;533;-0.2;-0.96
534;44.23;-0.52;534;-0.15;-0.96
535;33.64;-1.36;535;-0.09;-0.77
536;43.25;-0.52;536;-0.09;-0.81
537;5.02;-2.66;537;-0.04;-0.77
538;15.07;-2.44;538;-0.05;-0.81
539;25.11;-2.01;539;-0.13;-0.77
540;4.81;-2.66;540;-0.14;-0.82
541;4.91;-2.66;541;-0.18;-0.77
542;24.03;-2.01;542;-0.18;-0.82
543;14.42;-2.44;543;0.19;-0.86
544;24.57;-2.01;544;0.14;-0.86
545;14.74;-2.44;545;0.09;-0.86
546;37.42;-1.36;546;0.05;-0.86
547;48.11;-0.52;547;0.14;-0.91
548;36.67;-1.36;548;0.15;-0.96
549;47.14;-0.52;549;0.19;-0.91
550;35.91;-1.36;550;0.2;-0.96
551;46.17;-0.52;551;0.1;-0.91
552;26.73;-2.01;552;0.1;-0.96
553;26.19;-2.01;553;0.05;-0.91
554;25.65;-2.01;554;0.05;-0.96
555;5.35;-2.66;555;0.13;-0.77
556;16.04;-2.44;556;0.14;-0.82
557;5.24;-2.66;557;0.18;-0.77
558;15.71;-2.44;558;0.18;-0.82
559;5.13;-2.66;559;0.09;-0.77
560;15.39;-2.44;560;0.09;-0.81
561;-13.12;-2.44;561;0.04;-0.77
562;-4.37;-2.66;562;0.05;-0.81
563;-12.47;-2.44;563;-0.22;-1.33
564;-12.8;-2.44;564;-0.17;-1.33
565;-4.16;-2.66;565;-0.11;-1.33
566;-4.27;-2.66;566;-0.06;-1.33
567;-21.87;-2.01;567;0;-1.33
568;-21.33;-2.01;568;0.06;-1.33
569;-20.79;-2.01;569;0.11;-1.33
570;-39.37;-0.52;570;0.17;-1.33
571;-30.62;-1.36;571;0.22;-1.33
572;-37.42;-0.52;572;0;-1.27
573;-38.39;-0.52;573;0;-1.22
574;-29.11;-1.36;574;0;-1.16
575;-29.86;-1.36;575;0;-1.11
576;-14.09;-2.44;576;0;-1.06
577;-4.7;-2.66;577;-0.05;-1.16
578;-13.77;-2.44;578;-0.11;-1.16
579;-4.59;-2.66;579;-0.16;-1.16
580;-13.45;-2.44;580;-0.21;-1.17
581;-4.48;-2.66;581;-0.11;-1.22
582;-23.49;-2.01;582;-0.11;-1.27
583;-22.95;-2.01;583;-0.05;-1.22
584;-22.41;-2.01;584;-0.05;-1.27
585;-42.28;-0.52;585;-0.22;-1.22
586;-32.89;-1.36;586;-0.16;-1.22
587;-40.34;-0.52;587;-0.22;-1.27
588;-41.31;-0.52;588;-0.16;-1.27
589;-31.37;-1.36;589;-0.1;-1.06
590;-32.13;-1.36;590;-0.1;-1.11
591;30.62;-1.36;591;-0.05;-1.06
592;39.37;-0.52;592;-0.05;-1.11
593;29.86;-1.36;593;-0.2;-1.06
594;38.39;-0.52;594;-0.15;-1.06
595;29.11;-1.36;595;-0.21;-1.11
596;37.42;-0.52;596;-0.16;-1.11
597;21.87;-2.01;597;0.21;-1.17
598;21.33;-2.01;598;0.16;-1.16
599;20.79;-2.01;599;0.11;-1.16
600;4.37;-2.66;600;0.05;-1.16
601;13.12;-2.44;601;0.16;-1.22
602;4.16;-2.66;602;0.16;-1.27
603;4.27;-2.66;603;0.22;-1.22
604;12.47;-2.44;604;0.22;-1.27
605;12.8;-2.44;605;0.11;-1.22
606;32.89;-1.36;606;0.11;-1.27
607;42.28;-0.52;607;0.05;-1.22
608;31.37;-1.36;608;0.05;-1.27
609;32.13;-1.36;609;0.15;-1.06
610;40.34;-0.52;610;0.16;-1.11
611;41.31;-0.52;611;0.2;-1.06
