elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
96;71.69;-0.43;96;0.03;-0.02
97;40.73;-1.67;97;0.03;-0.02
98;40.28;-1.67;98;0.02;-0.01
99;39.82;-1.68;99;0.01;-0.01
100;8.15;-2.23;100;0.01;0
101;24.44;-2.04;101;0;0
102;7.97;-2.22;102;0;0
103;8.06;-2.22;103;0;0
104;23.89;-2.04;104;0;0
105;24.17;-2.04;105;0;0
106;58.91;-1.04;106;0;0
107;75.62;-0.38;107;0;0
108;57.64;-1.12;108;0;0
109;58.27;-1.09;109;0;0
110;74.1;-0.43;110;0;0
111;74.88;-0.41;111;0;0
112;42.19;-1.63;112;-0.01;0
113;41.67;-1.65;113;-0.01;-0.01
114;41.19;-1.67;114;-0.02;-0.01
115;8.47;-2.35;115;-0.03;-0.02
116;25.38;-2.1;116;-0.03;-0.02
117;8.25;-2.25;117;-0.04;-0.03
118;8.35;-2.28;118;-0.05;-0.04
119;24.73;-2.05;119;-0.05;-0.05
120;25.03;-2.06;120;-0.06;-0.06
121;-22.81;-2.04;121;-0.07;-0.07
122;-7.6;-2.22;122;-0.07;-0.09
123;-22.27;-2.04;123;-0.08;-0.1
124;-22.54;-2.04;124;-0.08;-0.12
125;-7.42;-2.22;125;-0.09;-0.14
126;-7.51;-2.22;126;-0.1;-0.16
127;-38.02;-1.68;127;-0.1;-0.18
128;-37.57;-1.68;128;-0.11;-0.2
129;-37.12;-1.68;129;-0.11;-0.22
130;-68.45;-0.43;130;-0.12;-0.24
131;-53.23;-1.14;131;-0.12;-0.27
132;-67.64;-0.43;132;-0.13;-0.29
133;-52.6;-1.14;133;-0.14;-0.32
134;-66.83;-0.43;134;-0.14;-0.35
135;-51.98;-1.14;135;-0.15;-0.38
136;-23.62;-2.04;136;-0.15;-0.41
137;-7.87;-2.22;137;-0.16;-0.44
138;-23.35;-2.04;138;-0.16;-0.47
139;-7.78;-2.22;139;-0.17;-0.5
140;-23.08;-2.04;140;-0.17;-0.54
141;-7.69;-2.22;141;-0.18;-0.57
142;-39.37;-1.68;142;-0.18;-0.61
143;-38.92;-1.68;143;-0.19;-0.64
144;-38.47;-1.68;144;-0.19;-0.68
145;-70.88;-0.44;145;-0.2;-0.72
146;-55.12;-1.14;146;-0.2;-0.76
147;-69.26;-0.44;147;-0.2;-0.8
148;-70.07;-0.44;148;-0.21;-0.84
149;-53.86;-1.14;149;-0.21;-0.88
150;-54.49;-1.14;150;-0.22;-0.93
151;53.23;-1.14;151;-0.22;-0.97
152;68.45;-0.43;152;-0.23;-1.02
153;51.98;-1.14;153;-0.23;-1.06
154;52.6;-1.14;154;-0.23;-1.11
155;66.83;-0.43;155;-0.24;-1.16
156;67.64;-0.43;156;-0.24;-1.2
157;38.02;-1.68;157;-0.24;-1.25
158;37.57;-1.68;158;-0.25;-1.3
159;37.12;-1.68;159;-0.25;-1.35
160;7.6;-2.22;160;-0.26;-1.4
161;22.81;-2.04;161;-0.26;-1.46
162;7.42;-2.22;162;-0.26;-1.51
163;7.51;-2.22;163;-0.27;-1.56
164;22.27;-2.04;164;-0.27;-1.62
165;22.54;-2.04;165;-0.27;-1.67
166;55.12;-1.14;166;-0.28;-1.73
167;70.88;-0.44;167;-0.28;-1.78
168;54.49;-1.14;168;-0.28;-1.84
169;70.07;-0.44;169;-0.28;-1.89
170;53.86;-1.14;170;-0.29;-1.95
171;69.26;-0.44;171;-0.29;-2.01
172;39.37;-1.68;172;-0.29;-2.07
173;38.92;-1.68;173;-0.3;-2.13
174;38.47;-1.68;174;-0.3;-2.19
175;7.87;-2.22;175;-0.3;-2.25
176;23.62;-2.04;176;-0.3;-2.31
177;7.78;-2.22;177;-0.31;-2.37
178;23.35;-2.04;178;-0.31;-2.43
179;7.69;-2.22;179;-0.31;-2.49
180;23.08;-2.04;180;-0.31;-2.56
181;-20.93;-2.04;181;-0.31;-2.62
182;-6.97;-2.22;182;-0.32;-2.68
183;-20.66;-2.04;183;-0.32;-2.75
184;-6.89;-2.22;184;-0.32;-2.81
185;-20.39;-2.04;185;-0.32;-2.88
186;-6.8;-2.22;186;-0.32;-2.94
187;-34.88;-1.68;187;-0.33;-3.01
188;-34.42;-1.68;188;-0.33;-3.07
189;-33.97;-1.68;189;-0.33;-3.14
190;-62.78;-0.43;190;-0.33;-3.2
191;-48.83;-1.14;191;-0.33;-3.27
192;-61.97;-0.43;192;-0.33;-3.34
193;-48.19;-1.14;193;-0.33;-3.4
194;-61.15;-0.43;194;-0.34;-3.47
195;-47.56;-1.14;195;-0.34;-3.54
196;-21.73;-2.04;196;-0.34;-3.61
197;-22;-2.04;197;-0.34;-3.67
198;-7.24;-2.22;198;-0.34;-3.74
199;-7.33;-2.22;199;-0.34;-3.81
200;-21.47;-2.04;200;-0.34;-3.88
201;-7.15;-2.22;201;-0.34;-3.95
202;-21.19;-2.04;202;-0.34;-4.02
203;-7.07;-2.22;203;-0.34;-4.09
204;-65.21;-0.43;204;-0.34;-4.15
205;-66.02;-0.43;205;-0.34;-4.22
206;-50.72;-1.14;206;-0.34;-4.29
207;-51.35;-1.14;207;-0.34;-4.36
208;-36.22;-1.68;208;-0.35;-4.43
209;-36.67;-1.68;209;-0.35;-4.5
210;-63.58;-0.43;210;-0.35;-4.57
211;-64.39;-0.43;211;-0.35;-4.64
212;-35.33;-1.68;212;-0.28;-4.64
213;-49.46;-1.14;213;-0.21;-4.64
214;-35.78;-1.68;214;-0.14;-4.64
215;-50.08;-1.14;215;-0.07;-4.64
216;48.83;-1.14;216;0;-4.64
217;62.78;-0.43;217;0.07;-4.64
218;48.19;-1.14;218;0.14;-4.64
219;61.97;-0.43;219;0.21;-4.64
220;47.56;-1.14;220;0.28;-4.64
221;61.15;-0.43;221;-0.21;-1.46
222;34.88;-1.68;222;-0.16;-1.45
223;34.42;-1.68;223;-0.1;-1.45
224;33.97;-1.68;224;-0.05;-1.45
225;6.97;-2.22;225;0;-1.45
226;20.93;-2.04;226;0.05;-1.45
227;6.8;-2.22;227;0.1;-1.45
228;6.89;-2.22;228;0.16;-1.45
229;20.39;-2.04;229;0.21;-1.46
230;20.66;-2.04;230;-0.12;-0.4
231;51.35;-1.14;231;-0.09;-0.4
232;66.02;-0.43;232;-0.06;-0.4
233;50.72;-1.14;233;-0.03;-0.4
234;65.21;-0.43;234;0;-0.4
235;49.46;-1.14;235;0.03;-0.4
236;50.08;-1.14;236;0.06;-0.4
237;63.58;-0.43;237;0.09;-0.4
238;64.39;-0.43;238;0.12;-0.4
239;7.24;-2.22;239;-0.06;-0.1
240;7.33;-2.22;240;-0.05;-0.1
241;21.73;-2.04;241;-0.03;-0.1
242;22;-2.04;242;-0.02;-0.1
243;36.22;-1.68;243;0;-0.1
244;36.67;-1.68;244;0.02;-0.1
245;7.07;-2.22;245;0.03;-0.1
246;7.15;-2.22;246;0.05;-0.1
247;21.19;-2.04;247;0.06;-0.1
248;21.47;-2.04;248;-0.03;-0.03
249;35.33;-1.68;249;-0.02;-0.03
250;35.78;-1.68;250;-0.02;-0.03
251;-19.31;-2.04;251;-0.01;-0.02
252;-6.43;-2.22;252;0;-0.02
253;-19.03;-2.04;253;0.01;-0.02
254;-6.34;-2.22;254;0.02;-0.03
255;-18.76;-2.04;255;0.02;-0.03
256;-6.26;-2.22;256;0.03;-0.03
257;-32.17;-1.68;257;0;-0.02
258;-31.73;-1.68;258;0;-0.01
259;-31.27;-1.68;259;0;-0.01
260;-57.92;-0.43;260;0;0
261;-45.04;-1.14;261;0;0
262;-57.1;-0.43;262;0;-0.01
263;-44.42;-1.14;263;-0.01;-0.01
264;-56.29;-0.43;264;-0.01;-0.01
265;-43.78;-1.14;265;-0.02;-0.01
266;-20.11;-2.04;266;-0.01;-0.01
267;-6.7;-2.22;267;-0.01;-0.02
268;-19.84;-2.04;268;-0.01;-0.01
269;-6.61;-2.22;269;-0.01;-0.02
270;-19.58;-2.04;270;-0.02;-0.01
271;-6.53;-2.22;271;-0.02;-0.02
272;-33.53;-1.68;272;-0.02;-0.01
273;-33.08;-1.68;273;-0.03;-0.02
274;-32.62;-1.68;274;0;0
275;-60.35;-0.43;275;0;0
276;-46.94;-1.14;276;0;0
277;-58.72;-0.43;277;0;0
278;-59.53;-0.43;278;0;0
279;-45.67;-1.14;279;-0.01;0
280;-46.31;-1.14;280;0;0
281;45.04;-1.14;281;-0.01;-0.01
282;57.92;-0.43;282;0.02;-0.01
283;44.42;-1.14;283;0.01;-0.01
284;57.1;-0.43;284;0.01;-0.01
285;43.78;-1.14;285;0;-0.01
286;56.29;-0.43;286;0.02;-0.01
287;32.17;-1.68;287;0.02;-0.02
288;31.73;-1.68;288;0.02;-0.01
289;31.27;-1.68;289;0.03;-0.02
290;6.43;-2.22;290;0.01;-0.01
291;19.31;-2.04;291;0.01;-0.02
292;6.26;-2.22;292;0.01;-0.01
293;6.34;-2.22;293;0.01;-0.02
294;18.76;-2.04;294;0;0
295;19.03;-2.04;295;0.01;0
296;46.94;-1.14;296;0;0
297;60.35;-0.43;297;0.01;-0.01
298;46.31;-1.14;298;0;0
299;59.53;-0.43;299;0;0
300;45.67;-1.14;300;0;0
301;58.72;-0.43;301;0;0
302;33.53;-1.68;302;0;-0.08
303;33.08;-1.68;303;0;-0.07
304;32.62;-1.68;304;0;-0.06
305;6.7;-2.22;305;0;-0.04
306;20.11;-2.04;306;0;-0.03
307;6.61;-2.22;307;-0.01;-0.06
308;19.84;-2.04;308;-0.02;-0.06
309;6.53;-2.22;309;-0.04;-0.06
310;19.58;-2.04;310;-0.05;-0.06
311;-17.68;-2.04;311;-0.03;-0.07
312;-5.89;-2.22;312;-0.03;-0.08
313;-17.15;-2.04;313;-0.01;-0.07
314;-17.42;-2.04;314;-0.01;-0.08
315;-5.72;-2.22;315;-0.05;-0.07
316;-5.8;-2.22;316;-0.04;-0.07
317;-53.06;-0.43;317;-0.06;-0.09
318;-41.26;-1.14;318;-0.04;-0.08
319;-29.48;-1.68;319;-0.02;-0.03
320;-51.44;-0.43;320;-0.02;-0.04
321;-52.24;-0.43;321;-0.01;-0.03
322;-28.58;-1.68;322;-0.01;-0.04
323;-40.01;-1.14;323;-0.03;-0.04
324;-29.02;-1.68;324;-0.03;-0.05
325;-40.63;-1.14;325;-0.04;-0.04
326;-18.5;-2.04;326;-0.04;-0.05
327;-6.16;-2.22;327;0.05;-0.06
328;-18.23;-2.04;328;0.04;-0.06
329;-6.07;-2.22;329;0.02;-0.06
330;-17.95;-2.04;330;0.01;-0.06
331;-5.99;-2.22;331;0.04;-0.07
332;-30.83;-1.68;332;0.04;-0.08
333;-30.38;-1.68;333;0.05;-0.07
334;-29.92;-1.68;334;0.06;-0.09
335;-55.49;-0.43;335;0.03;-0.07
336;-43.15;-1.14;336;0.03;-0.08
337;-54.67;-0.43;337;0.01;-0.07
338;-42.53;-1.14;338;0.01;-0.08
339;-53.87;-0.43;339;0.03;-0.04
340;-41.9;-1.14;340;0.03;-0.05
341;41.26;-1.14;341;0.04;-0.04
342;53.06;-0.43;342;0.04;-0.05
343;40.01;-1.14;343;0.02;-0.03
344;40.63;-1.14;344;0.02;-0.04
345;51.44;-0.43;345;0.01;-0.03
346;52.24;-0.43;346;0.01;-0.04
347;29.48;-1.68;347;-0.09;-0.22
348;29.02;-1.68;348;-0.07;-0.22
349;28.58;-1.68;349;-0.04;-0.21
350;5.89;-2.22;350;-0.02;-0.21
351;17.68;-2.04;351;0;-0.21
352;5.72;-2.22;352;0.02;-0.21
353;5.8;-2.22;353;0.04;-0.21
354;17.15;-2.04;354;0.07;-0.22
355;17.42;-2.04;355;0.09;-0.22
356;43.15;-1.14;356;0;-0.19
357;55.49;-0.43;357;0;-0.17
358;42.53;-1.14;358;0;-0.15
359;54.67;-0.43;359;0;-0.13
360;41.9;-1.14;360;0;-0.11
361;53.87;-0.43;361;-0.02;-0.15
362;30.83;-1.68;362;-0.04;-0.15
363;30.38;-1.68;363;-0.06;-0.15
364;29.92;-1.68;364;-0.08;-0.15
365;6.16;-2.22;365;-0.04;-0.17
366;18.5;-2.04;366;-0.04;-0.19
367;5.99;-2.22;367;-0.02;-0.17
368;6.07;-2.22;368;-0.02;-0.19
369;17.95;-2.04;369;-0.06;-0.17
370;18.23;-2.04;370;-0.06;-0.19
371;-16.07;-2.04;371;-0.08;-0.17
372;-5.36;-2.22;372;-0.09;-0.19
373;-15.8;-2.04;373;-0.03;-0.11
374;-5.26;-2.22;374;-0.04;-0.13
375;-15.52;-2.04;375;-0.02;-0.11
376;-5.18;-2.22;376;-0.02;-0.13
377;-48.19;-0.43;377;-0.05;-0.12
378;-37.49;-1.14;378;-0.05;-0.13
379;-26.77;-1.68;379;-0.07;-0.12
380;-46.58;-0.43;380;-0.07;-0.13
381;-47.38;-0.43;381;0.08;-0.15
382;-25.88;-1.68;382;0.06;-0.15
383;-36.22;-1.14;383;0.04;-0.15
384;-26.33;-1.68;384;0.02;-0.15
385;-36.85;-1.14;385;0.06;-0.17
386;-16.88;-2.04;386;0.06;-0.19
387;-5.62;-2.22;387;0.08;-0.17
388;-16.6;-2.04;388;0.09;-0.19
389;-5.53;-2.22;389;0.04;-0.17
390;-16.33;-2.04;390;0.04;-0.19
391;-5.45;-2.22;391;0.02;-0.17
392;-50.62;-0.43;392;0.02;-0.19
393;-39.38;-1.14;393;0.05;-0.12
394;-28.12;-1.68;394;0.05;-0.13
395;-49.01;-0.43;395;0.07;-0.12
396;-49.81;-0.43;396;0.07;-0.13
397;-27.23;-1.68;397;0.03;-0.11
398;-38.12;-1.14;398;0.04;-0.13
399;-27.67;-1.68;399;0.02;-0.11
400;-38.74;-1.14;400;0.02;-0.13
401;37.49;-1.14;401;0;-0.37
402;48.19;-0.43;402;0;-0.34
403;36.85;-1.14;403;0;-0.31
404;47.38;-0.43;404;0;-0.29
405;36.22;-1.14;405;0;-0.26
406;46.58;-0.43;406;0;-0.24
407;26.77;-1.68;407;-0.03;-0.31
408;26.33;-1.68;408;-0.05;-0.32
409;25.88;-1.68;409;-0.08;-0.32
410;5.36;-2.22;410;-0.11;-0.32
411;16.07;-2.04;411;-0.06;-0.34
412;5.18;-2.22;412;-0.06;-0.37
413;5.26;-2.22;413;-0.03;-0.34
414;15.52;-2.04;414;-0.03;-0.37
415;15.8;-2.04;415;-0.08;-0.34
416;39.38;-1.14;416;-0.09;-0.37
417;50.62;-0.43;417;-0.11;-0.35
418;38.74;-1.14;418;-0.12;-0.37
419;49.81;-0.43;419;-0.05;-0.24
420;38.12;-1.14;420;-0.05;-0.26
421;49.01;-0.43;421;-0.05;-0.29
422;28.12;-1.68;422;-0.02;-0.26
423;27.67;-1.68;423;-0.02;-0.24
424;27.23;-1.68;424;-0.03;-0.29
425;5.62;-2.22;425;-0.1;-0.27
426;16.88;-2.04;426;-0.07;-0.26
427;5.53;-2.22;427;-0.09;-0.24
428;16.6;-2.04;428;-0.07;-0.24
429;5.45;-2.22;429;-0.1;-0.29
430;16.33;-2.04;430;-0.08;-0.29
431;-14.18;-2.04;431;0.11;-0.32
432;-4.72;-2.22;432;0.08;-0.32
433;-13.9;-2.04;433;0.05;-0.32
434;-4.64;-2.22;434;0.03;-0.31
435;-13.64;-2.04;435;0.08;-0.34
436;-4.55;-2.22;436;0.09;-0.37
437;-42.53;-0.43;437;0.11;-0.35
438;-33.08;-1.14;438;0.12;-0.37
439;-23.62;-1.68;439;0.06;-0.34
440;-40.9;-0.43;440;0.06;-0.37
441;-41.72;-0.43;441;0.03;-0.34
442;-22.73;-1.68;442;0.03;-0.37
443;-31.82;-1.14;443;0.07;-0.24
444;-23.17;-1.68;444;0.07;-0.26
445;-32.44;-1.14;445;0.08;-0.29
446;-14.98;-2.04;446;0.1;-0.27
447;-15.26;-2.04;447;0.09;-0.24
448;-4.99;-2.22;448;0.1;-0.29
449;-5.09;-2.22;449;0.02;-0.26
450;-14.72;-2.04;450;0.05;-0.26
451;-4.91;-2.22;451;0.02;-0.24
452;-14.44;-2.04;452;0.05;-0.24
453;-4.82;-2.22;453;0.03;-0.29
454;-44.96;-0.43;454;0.05;-0.29
455;-45.76;-0.43;455;-0.17;-0.84
456;-34.97;-1.14;456;-0.12;-0.84
457;-35.6;-1.14;457;-0.08;-0.84
458;-24.98;-1.68;458;-0.04;-0.84
459;-25.42;-1.68;459;0;-0.84
460;-43.33;-0.43;460;0.04;-0.84
461;-44.15;-0.43;461;0.08;-0.84
462;-24.08;-1.68;462;0.12;-0.84
463;-33.71;-1.14;463;0.17;-0.84
464;-24.52;-1.68;464;-0.14;-0.61
465;-34.33;-1.14;465;-0.11;-0.6
466;33.08;-1.14;466;-0.07;-0.6
467;42.53;-0.43;467;-0.04;-0.6
468;32.44;-1.14;468;0;-0.6
469;41.72;-0.43;469;0.04;-0.6
470;31.82;-1.14;470;0.07;-0.6
471;40.9;-0.43;471;0.11;-0.6
472;23.62;-1.68;472;0.14;-0.61
473;23.17;-1.68;473;0;-0.57
474;22.73;-1.68;474;0;-0.53
475;4.72;-2.22;475;0;-0.5
476;14.18;-2.04;476;0;-0.46
477;4.55;-2.22;477;0;-0.43
478;4.64;-2.22;478;-0.03;-0.5
479;13.64;-2.04;479;-0.07;-0.5
480;13.9;-2.04;480;-0.1;-0.5
481;35.6;-1.14;481;-0.13;-0.5
482;45.76;-0.43;482;-0.07;-0.53
483;34.97;-1.14;483;-0.07;-0.57
484;44.96;-0.43;484;-0.03;-0.53
485;34.33;-1.14;485;-0.04;-0.57
486;44.15;-0.43;486;-0.1;-0.53
487;33.71;-1.14;487;-0.11;-0.57
488;43.33;-0.43;488;-0.14;-0.53
489;4.99;-2.22;489;-0.14;-0.57
490;5.09;-2.22;490;-0.06;-0.43
491;24.98;-1.68;491;-0.06;-0.47
492;14.98;-2.04;492;-0.03;-0.43
493;25.42;-1.68;493;-0.03;-0.46
494;15.26;-2.04;494;-0.09;-0.43
495;4.82;-2.22;495;-0.1;-0.47
496;4.91;-2.22;496;-0.12;-0.44
497;14.44;-2.04;497;-0.13;-0.47
498;14.72;-2.04;498;0.13;-0.5
499;24.08;-1.68;499;0.1;-0.5
500;24.52;-1.68;500;0.07;-0.5
501;-12.56;-2.04;501;0.03;-0.5
502;-4.18;-2.22;502;0.1;-0.53
503;-12.28;-2.04;503;0.11;-0.57
504;-4.09;-2.22;504;0.14;-0.53
505;-12.02;-2.04;505;0.14;-0.57
506;-4.01;-2.22;506;0.07;-0.53
507;-37.67;-0.43;507;0.07;-0.57
508;-29.3;-1.14;508;0.03;-0.53
509;-20.92;-1.68;509;0.04;-0.57
510;-36.04;-0.43;510;0.09;-0.43
511;-36.85;-0.43;511;0.1;-0.47
512;-28.03;-1.14;512;0.12;-0.44
513;-28.67;-1.14;513;0.13;-0.47
514;-20.02;-1.68;514;0.06;-0.43
515;-20.48;-1.68;515;0.06;-0.47
516;-13.36;-2.04;516;0.03;-0.43
517;-4.45;-2.22;517;0.03;-0.46
518;-13.1;-2.04;518;0;-0.8
519;-4.36;-2.22;519;0;-0.76
520;-12.82;-2.04;520;0;-0.72
521;-4.28;-2.22;521;0;-0.68
522;-40.1;-0.43;522;0;-0.64
523;-31.18;-1.14;523;-0.04;-0.72
524;-22.27;-1.68;524;-0.08;-0.72
525;-38.47;-0.43;525;-0.12;-0.72
526;-39.28;-0.43;526;-0.16;-0.72
527;-21.38;-1.68;527;-0.08;-0.76
528;-29.92;-1.14;528;-0.08;-0.8
529;-21.83;-1.68;529;-0.04;-0.76
530;-30.56;-1.14;530;-0.04;-0.8
531;29.3;-1.14;531;-0.16;-0.76
532;37.67;-0.43;532;-0.12;-0.76
533;28.67;-1.14;533;-0.16;-0.8
534;36.85;-0.43;534;-0.12;-0.8
535;28.03;-1.14;535;-0.07;-0.64
536;36.04;-0.43;536;-0.08;-0.68
537;4.18;-2.22;537;-0.04;-0.64
538;12.56;-2.04;538;-0.04;-0.68
539;20.92;-1.68;539;-0.11;-0.64
540;4.01;-2.22;540;-0.11;-0.68
541;4.09;-2.22;541;-0.15;-0.64
542;20.02;-1.68;542;-0.15;-0.68
543;12.02;-2.04;543;0.16;-0.72
544;20.48;-1.68;544;0.12;-0.72
545;12.28;-2.04;545;0.08;-0.72
546;31.18;-1.14;546;0.04;-0.72
547;40.1;-0.43;547;0.12;-0.76
548;30.56;-1.14;548;0.12;-0.8
549;39.28;-0.43;549;0.16;-0.76
550;29.92;-1.14;550;0.16;-0.8
551;38.47;-0.43;551;0.08;-0.76
552;22.27;-1.68;552;0.08;-0.8
553;21.83;-1.68;553;0.04;-0.76
554;21.38;-1.68;554;0.04;-0.8
555;4.45;-2.22;555;0.11;-0.64
556;13.36;-2.04;556;0.11;-0.68
557;4.36;-2.22;557;0.15;-0.64
558;13.1;-2.04;558;0.15;-0.68
559;4.28;-2.22;559;0.07;-0.64
560;12.82;-2.04;560;0.08;-0.68
561;-10.94;-2.04;561;0.04;-0.64
562;-3.64;-2.22;562;0.04;-0.68
563;-10.4;-2.04;563;-0.19;-1.11
564;-10.66;-2.04;564;-0.14;-1.11
565;-3.47;-2.22;565;-0.09;-1.11
566;-3.56;-2.22;566;-0.05;-1.11
567;-18.23;-1.68;567;0;-1.11
568;-17.77;-1.68;568;0.05;-1.11
569;-17.33;-1.68;569;0.09;-1.11
570;-32.81;-0.43;570;0.14;-1.11
571;-25.51;-1.14;571;0.19;-1.11
572;-31.18;-0.43;572;0;-1.06
573;-32;-0.43;573;0;-1.01
574;-24.25;-1.14;574;0;-0.97
575;-24.89;-1.14;575;0;-0.92
576;-11.74;-2.04;576;0;-0.88
577;-3.91;-2.22;577;-0.04;-0.97
578;-11.48;-2.04;578;-0.09;-0.97
579;-3.83;-2.22;579;-0.13;-0.97
580;-11.2;-2.04;580;-0.18;-0.97
581;-3.73;-2.22;581;-0.09;-1.01
582;-19.58;-1.68;582;-0.09;-1.06
583;-19.12;-1.68;583;-0.04;-1.01
584;-18.67;-1.68;584;-0.05;-1.06
585;-35.24;-0.43;585;-0.18;-1.02
586;-27.41;-1.14;586;-0.13;-1.02
587;-33.62;-0.43;587;-0.18;-1.06
588;-34.42;-0.43;588;-0.14;-1.06
589;-26.15;-1.14;589;-0.08;-0.88
590;-26.77;-1.14;590;-0.09;-0.93
591;25.51;-1.14;591;-0.04;-0.88
592;32.81;-0.43;592;-0.04;-0.92
593;24.89;-1.14;593;-0.17;-0.88
594;32;-0.43;594;-0.13;-0.88
595;24.26;-1.14;595;-0.17;-0.93
596;31.18;-0.43;596;-0.13;-0.93
597;18.23;-1.68;597;0.18;-0.97
598;17.77;-1.68;598;0.13;-0.97
599;17.33;-1.68;599;0.09;-0.97
600;3.64;-2.22;600;0.04;-0.97
601;10.94;-2.04;601;0.13;-1.02
602;3.46;-2.22;602;0.14;-1.06
603;3.55;-2.22;603;0.18;-1.02
604;10.39;-2.04;604;0.18;-1.06
605;10.66;-2.04;605;0.09;-1.01
606;27.41;-1.14;606;0.09;-1.06
607;35.24;-0.43;607;0.04;-1.01
608;26.15;-1.14;608;0.05;-1.06
609;26.77;-1.14;609;0.13;-0.88
610;33.62;-0.43;610;0.13;-0.93
