elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
65;-7,43;-2,07;65;0,21;-0,81
66;-7,52;-2,07;66;0,2;-0,77
67;-68,41;-0,4;67;0,2;-0,73
68;-53,21;-1,05;68;0,19;-0,69
69;-38,01;-1,56;69;0,19;-0,65
70;-66,91;-0,41;70;0,18;-0,61
71;-67,66;-0,41;71;0,18;-0,58
72;-37,17;-1,56;72;0,17;-0,54
73;-52,04;-1,06;73;0,17;-0,51
74;-37,59;-1,56;74;0,16;-0,47
75;-52,62;-1,06;75;0,16;-0,44
76;-23,67;-1,95;76;0,15;-0,41
77;-7,9;-2,18;77;0,15;-0,38
78;-23,08;-1,91;78;0,14;-0,35
79;-23,36;-1,92;79;0,14;-0,32
80;-7,69;-2,09;80;0,13;-0,3
81;-7,79;-2,12;81;0,13;-0,27
82;-39,36;-1,53;82;0,12;-0,24
83;-38,89;-1,55;83;0,11;-0,22
84;-38,44;-1,56;84;0,11;-0,2
85;-70,59;-0,36;85;0,1;-0,18
86;-54,98;-0,98;86;0,1;-0,16
87;-69,89;-0,39;87;0,09;-0,14
88;-54,39;-1,02;88;0,08;-0,12
89;-69,16;-0,4;89;0,08;-0,1
90;-53,8;-1,04;90;0,07;-0,09
91;53,21;-1,05;91;0,07;-0,07
92;68,41;-0,4;92;0,06;-0,06
93;52,62;-1,06;93;0,05;-0,05
94;67,66;-0,41;94;0,05;-0,04
95;52,04;-1,06;95;0,04;-0,03
96;66,91;-0,41;96;0,03;-0,02
97;38,01;-1,56;97;0,03;-0,02
98;37,59;-1,56;98;0,02;-0,01
99;37,17;-1,56;99;0,01;-0,01
100;7,61;-2,08;100;0,01;0
101;22,81;-1,9;101;0;0
102;7,43;-2,07;102;0;0
103;7,52;-2,07;103;0;0
104;22,3;-1,9;104;0;0
105;22,56;-1,9;105;0;0
106;54,98;-0,98;106;0;0
107;70,59;-0,36;107;0;0
108;53,8;-1,04;108;0;0
109;54,39;-1,02;109;0;0
110;69,16;-0,4;110;0;0
111;69,89;-0,39;111;0;0
112;39,36;-1,53;112;-0,01;0
113;38,89;-1,55;113;-0,01;-0,01
114;38,44;-1,56;114;-0,02;-0,01
115;7,9;-2,18;115;-0,03;-0,02
116;23,67;-1,95;116;-0,03;-0,02
117;7,69;-2,09;117;-0,04;-0,03
118;7,79;-2,12;118;-0,05;-0,04
119;23,08;-1,91;119;-0,05;-0,05
120;23,36;-1,92;120;-0,06;-0,06
121;-21,29;-1,9;121;-0,07;-0,07
122;-7,1;-2,07;122;-0,07;-0,09
123;-20,79;-1,9;123;-0,08;-0,1
124;-21,04;-1,9;124;-0,08;-0,12
125;-6,93;-2,07;125;-0,09;-0,14
126;-7,01;-2,07;126;-0,1;-0,16
127;-35,49;-1,56;127;-0,1;-0,18
128;-35,07;-1,56;128;-0,11;-0,2
129;-34,65;-1,56;129;-0,11;-0,22
130;-63,88;-0,41;130;-0,12;-0,24
131;-49,69;-1,06;131;-0,13;-0,27
132;-63,13;-0,41;132;-0,13;-0,3
133;-49,1;-1,06;133;-0,14;-0,32
134;-62,37;-0,41;134;-0,14;-0,35
135;-48,51;-1,06;135;-0,15;-0,38
136;-22,05;-1,9;136;-0,15;-0,41
137;-7,35;-2,07;137;-0,16;-0,44
138;-21,8;-1,9;138;-0,16;-0,47
139;-7,27;-2,07;139;-0,17;-0,51
140;-21,55;-1,9;140;-0,17;-0,54
141;-7,18;-2,07;141;-0,18;-0,58
142;-36,75;-1,56;142;-0,18;-0,61
143;-36,33;-1,56;143;-0,19;-0,65
144;-35,91;-1,56;144;-0,19;-0,69
145;-66,15;-0,41;145;-0,2;-0,73
146;-51,45;-1,06;146;-0,2;-0,77
147;-64,64;-0,41;147;-0,21;-0,81
148;-65,39;-0,41;148;-0,21;-0,85
149;-50,27;-1,06;149;-0,22;-0,9
150;-50,86;-1,06;150;-0,22;-0,94
151;49,69;-1,06;151;-0,22;-0,98
152;63,88;-0,41;152;-0,23;-1,03
153;48,51;-1,06;153;-0,23;-1,08
154;49,1;-1,06;154;-0,24;-1,12
155;62,37;-0,41;155;-0,24;-1,17
156;63,13;-0,41;156;-0,24;-1,22
157;35,49;-1,56;157;-0,25;-1,27
158;35,07;-1,56;158;-0,25;-1,32
159;34,65;-1,56;159;-0,26;-1,37
160;7,1;-2,07;160;-0,26;-1,42
161;21,29;-1,9;161;-0,26;-1,47
162;6,93;-2,07;162;-0,27;-1,53
163;7,01;-2,07;163;-0,27;-1,58
164;20,79;-1,9;164;-0,27;-1,63
165;21,04;-1,9;165;-0,28;-1,69
166;51,45;-1,06;166;-0,28;-1,75
167;66,15;-0,41;167;-0,28;-1,8
168;50,86;-1,06;168;-0,29;-1,86
169;65,39;-0,41;169;-0,29;-1,92
170;50,27;-1,06;170;-0,29;-1,97
171;64,64;-0,41;171;-0,29;-2,03
172;36,75;-1,56;172;-0,3;-2,09
173;36,33;-1,56;173;-0,3;-2,15
174;35,91;-1,56;174;-0,3;-2,21
175;7,35;-2,07;175;-0,3;-2,27
176;22,05;-1,9;176;-0,31;-2,34
177;7,27;-2,07;177;-0,31;-2,4
178;21,8;-1,9;178;-0,31;-2,46
179;7,18;-2,07;179;-0,31;-2,52
180;21,55;-1,9;180;-0,32;-2,59
181;-19,53;-1,9;181;-0,32;-2,65
182;-6,51;-2,07;182;-0,32;-2,71
183;-19,28;-1,9;183;-0,32;-2,78
184;-6,43;-2,07;184;-0,32;-2,84
185;-19,03;-1,9;185;-0,33;-2,91
186;-6,34;-2,07;186;-0,33;-2,97
187;-32,55;-1,56;187;-0,33;-3,04
188;-32,13;-1,56;188;-0,33;-3,11
189;-31,71;-1,56;189;-0,33;-3,17
190;-58,59;-0,41;190;-0,33;-3,24
191;-45,57;-1,06;191;-0,34;-3,31
192;-57,83;-0,41;192;-0,34;-3,37
193;-44,98;-1,06;193;-0,34;-3,44
194;-57,08;-0,41;194;-0,34;-3,51
195;-44,39;-1,06;195;-0,34;-3,58
196;-20,29;-1,9;196;-0,34;-3,65
197;-20,54;-1,9;197;-0,34;-3,72
198;-6,76;-2,07;198;-0,34;-3,79
199;-6,85;-2,07;199;-0,34;-3,85
200;-20,03;-1,9;200;-0,35;-3,92
201;-6,68;-2,07;201;-0,35;-3,99
202;-19,78;-1,9;202;-0,35;-4,06
203;-6,59;-2,07;203;-0,35;-4,13
204;-60,86;-0,41;204;-0,35;-4,2
205;-61,61;-0,41;205;-0,35;-4,27
206;-47,33;-1,06;206;-0,35;-4,34
207;-47,92;-1,06;207;-0,35;-4,41
208;-33,81;-1,56;208;-0,35;-4,48
209;-34,23;-1,56;209;-0,35;-4,55
210;-59,35;-0,41;210;-0,35;-4,62
211;-60,1;-0,41;211;-0,35;-4,69
212;-32,97;-1,56;212;-0,28;-4,69
213;-46,16;-1,06;213;-0,21;-4,69
214;-33,39;-1,56;214;-0,14;-4,69
215;-46,75;-1,06;215;-0,07;-4,69
216;45,57;-1,06;216;0;-4,69
217;58,59;-0,41;217;0,07;-4,69
218;44,98;-1,06;218;0,14;-4,69
219;57,83;-0,41;219;0,21;-4,69
220;44,39;-1,06;220;0,28;-4,7
221;57,08;-0,41;221;-0,21;-1,47
222;32,55;-1,56;222;-0,16;-1,47
223;32,13;-1,56;223;-0,1;-1,47
224;31,71;-1,56;224;-0,05;-1,47
225;6,51;-2,07;225;0;-1,47
226;19,53;-1,9;226;0,05;-1,47
227;6,34;-2,07;227;0,1;-1,47
228;6,43;-2,07;228;0,16;-1,47
229;19,03;-1,9;229;0,21;-1,47
230;19,28;-1,9;230;-0,12;-0,41
231;47,92;-1,06;231;-0,09;-0,41
232;61,61;-0,41;232;-0,06;-0,41
233;47,33;-1,06;233;-0,03;-0,41
234;60,86;-0,41;234;0;-0,41
235;46,16;-1,06;235;0,03;-0,41
236;46,75;-1,06;236;0,06;-0,41
237;59,35;-0,41;237;0,09;-0,41
238;60,1;-0,41;238;0,12;-0,41
239;6,76;-2,07;239;-0,06;-0,1
240;6,85;-2,07;240;-0,05;-0,1
241;20,29;-1,9;241;-0,03;-0,1
242;20,54;-1,9;242;-0,02;-0,1
243;33,81;-1,56;243;0;-0,1
244;34,23;-1,56;244;0,02;-0,1
245;6,59;-2,07;245;0,03;-0,1
246;6,68;-2,07;246;0,05;-0,1
247;19,78;-1,9;247;0,06;-0,1
248;20,03;-1,9;248;-0,03;-0,03
249;32,97;-1,56;249;-0,02;-0,03
250;33,39;-1,56;250;-0,02;-0,03
251;-18,02;-1,9;251;-0,01;-0,03
252;-6,01;-2,07;252;0;-0,02
253;-17,77;-1,9;253;0,01;-0,03
254;-5,92;-2,07;254;0,02;-0,03
255;-17,51;-1,9;255;0,02;-0,03
256;-5,84;-2,07;256;0,03;-0,03
257;-30,03;-1,56;257;0;-0,02
258;-29,61;-1,56;258;0;-0,01
259;-29,19;-1,56;259;0;-0,01
260;-54,05;-0,41;260;0;0
261;-42,04;-1,06;261;0;0
262;-53,3;-0,41;262;0;-0,01
263;-41,45;-1,06;263;-0,01;-0,01
264;-52,54;-0,41;264;-0,01;-0,01
265;-40,87;-1,06;265;-0,02;-0,01
266;-18,77;-1,9;266;-0,01;-0,01
267;-6,26;-2,07;267;-0,01;-0,02
268;-18,52;-1,9;268;-0,01;-0,01
269;-6,17;-2,07;269;-0,01;-0,02
270;-18,27;-1,9;270;-0,02;-0,01
271;-6,09;-2,07;271;-0,02;-0,02
272;-31,29;-1,56;272;-0,02;-0,01
273;-30,87;-1,56;273;-0,03;-0,02
274;-30,45;-1,56;274;0;0
275;-56,32;-0,41;275;-0,01;0
276;-43,81;-1,06;276;0;0
277;-54,81;-0,41;277;0;0
278;-55,57;-0,41;278;0;0
279;-42,63;-1,06;279;-0,01;0
280;-43,22;-1,06;280;-0,01;0
281;42,04;-1,06;281;-0,01;0
282;54,05;-0,41;282;0,02;-0,01
283;41,45;-1,06;283;0,01;-0,01
284;53,3;-0,41;284;0,01;-0,01
285;40,87;-1,06;285;0;-0,01
286;52,54;-0,41;286;0,02;-0,01
287;30,03;-1,56;287;0,02;-0,02
288;29,61;-1,56;288;0,02;-0,01
289;29,19;-1,56;289;0,03;-0,02
290;6,01;-2,07;290;0,01;-0,01
291;18,02;-1,9;291;0,01;-0,02
292;5,84;-2,07;292;0,01;-0,01
293;5,92;-2,07;293;0,01;-0,02
294;17,51;-1,9;294;0;0
295;17,77;-1,9;295;0,01;0
296;43,81;-1,06;296;0,01;0
297;56,32;-0,41;297;0,01;0
298;43,22;-1,06;298;0;0
299;55,57;-0,41;299;0,01;0
300;42,63;-1,06;300;0;0
301;54,81;-0,41;301;0;0
302;31,29;-1,56;302;0;-0,08
303;30,87;-1,56;303;0;-0,07
304;30,45;-1,56;304;0;-0,06
305;6,26;-2,07;305;0;-0,04
306;18,77;-1,9;306;0;-0,03
307;6,17;-2,07;307;-0,01;-0,06
308;18,52;-1,9;308;-0,02;-0,06
309;6,09;-2,07;309;-0,04;-0,06
310;18,27;-1,9;310;-0,05;-0,06
311;-16,51;-1,9;311;-0,03;-0,07
312;-5,5;-2,07;312;-0,03;-0,08
313;-16;-1,9;313;-0,01;-0,07
314;-16,25;-1,9;314;-0,01;-0,08
315;-5,33;-2,07;315;-0,05;-0,07
316;-5,42;-2,07;316;-0,04;-0,07
317;-49,52;-0,41;317;-0,06;-0,09
318;-38,51;-1,06;318;-0,04;-0,08
319;-27,51;-1,56;319;-0,02;-0,03
320;-48,01;-0,41;320;-0,02;-0,05
321;-48,76;-0,41;321;-0,01;-0,03
322;-26,67;-1,56;322;-0,01;-0,04
323;-37,34;-1,06;323;-0,03;-0,04
324;-27,09;-1,56;324;-0,03;-0,05
325;-37,93;-1,06;325;-0,04;-0,04
326;-17,26;-1,9;326;-0,04;-0,05
327;-5,75;-2,07;327;0,05;-0,06
328;-17,01;-1,9;328;0,04;-0,06
329;-5,67;-2,07;329;0,02;-0,06
330;-16,76;-1,9;330;0,01;-0,06
331;-5,59;-2,07;331;0,04;-0,07
332;-28,77;-1,56;332;0,04;-0,08
333;-28,35;-1,56;333;0,05;-0,07
334;-27,93;-1,56;334;0,06;-0,09
335;-51,79;-0,41;335;0,03;-0,07
336;-40,28;-1,06;336;0,03;-0,08
337;-51,03;-0,41;337;0,01;-0,07
338;-39,69;-1,06;338;0,01;-0,08
339;-50,27;-0,41;339;0,03;-0,04
340;-39,1;-1,06;340;0,03;-0,05
341;38,51;-1,06;341;0,04;-0,04
342;49,52;-0,41;342;0,04;-0,05
343;37,34;-1,06;343;0,02;-0,03
344;37,93;-1,06;344;0,02;-0,05
345;48,01;-0,41;345;0,01;-0,03
346;48,76;-0,41;346;0,01;-0,04
347;27,51;-1,56;347;-0,09;-0,22
348;27,09;-1,56;348;-0,07;-0,22
349;26,67;-1,56;349;-0,05;-0,22
350;5,5;-2,07;350;-0,02;-0,22
351;16,51;-1,9;351;0;-0,22
352;5,33;-2,07;352;0,02;-0,22
353;5,42;-2,07;353;0,05;-0,22
354;16;-1,9;354;0,07;-0,22
355;16,25;-1,9;355;0,09;-0,22
356;40,28;-1,06;356;0;-0,19
357;51,79;-0,41;357;0;-0,17
358;39,69;-1,06;358;0;-0,15
359;51,03;-0,41;359;0;-0,13
360;39,1;-1,06;360;0;-0,12
361;50,27;-0,41;361;-0,02;-0,15
362;28,77;-1,56;362;-0,04;-0,15
363;28,35;-1,56;363;-0,06;-0,15
364;27,93;-1,56;364;-0,08;-0,16
365;5,75;-2,07;365;-0,04;-0,17
366;17,26;-1,9;366;-0,04;-0,19
367;5,59;-2,07;367;-0,02;-0,17
368;5,67;-2,07;368;-0,02;-0,19
369;16,76;-1,9;369;-0,06;-0,17
370;17,01;-1,9;370;-0,06;-0,2
371;-14,99;-1,9;371;-0,08;-0,18
372;-5;-2,07;372;-0,09;-0,2
373;-14,74;-1,9;373;-0,03;-0,12
374;-4,91;-2,07;374;-0,04;-0,13
375;-14,49;-1,9;375;-0,02;-0,12
376;-4,83;-2,07;376;-0,02;-0,13
377;-44,98;-0,41;377;-0,05;-0,12
378;-34,99;-1,06;378;-0,05;-0,13
379;-24,99;-1,56;379;-0,07;-0,12
380;-43,47;-0,41;380;-0,07;-0,14
381;-44,23;-0,41;381;0,08;-0,16
382;-24,15;-1,56;382;0,06;-0,15
383;-33,81;-1,06;383;0,04;-0,15
384;-24,57;-1,56;384;0,02;-0,15
385;-34,4;-1,06;385;0,06;-0,17
386;-15,75;-1,9;386;0,06;-0,2
387;-5,25;-2,07;387;0,08;-0,18
388;-15,5;-1,9;388;0,09;-0,2
389;-5,17;-2,07;389;0,04;-0,17
390;-15,25;-1,9;390;0,04;-0,19
391;-5,08;-2,07;391;0,02;-0,17
392;-47,25;-0,41;392;0,02;-0,19
393;-36,75;-1,06;393;0,05;-0,12
394;-26,25;-1,56;394;0,05;-0,13
395;-45,74;-0,41;395;0,07;-0,12
396;-46,49;-0,41;396;0,07;-0,14
397;-25,41;-1,56;397;0,03;-0,12
398;-35,57;-1,06;398;0,04;-0,13
399;-25,83;-1,56;399;0,02;-0,12
400;-36,16;-1,06;400;0,02;-0,13
401;34,99;-1,06;401;0;-0,38
402;44,98;-0,41;402;0;-0,35
403;34,4;-1,06;403;0;-0,32
404;44,23;-0,41;404;0;-0,29
405;33,81;-1,06;405;0;-0,27
406;43,47;-0,41;406;0;-0,24
407;24,99;-1,56;407;-0,03;-0,32
408;24,57;-1,56;408;-0,05;-0,32
409;24,15;-1,56;409;-0,08;-0,32
410;5;-2,07;410;-0,11;-0,32
411;14,99;-1,9;411;-0,06;-0,35
412;4,83;-2,07;412;-0,06;-0,38
413;4,91;-2,07;413;-0,03;-0,35
414;14,49;-1,9;414;-0,03;-0,38
415;14,74;-1,9;415;-0,09;-0,35
416;36,75;-1,06;416;-0,09;-0,38
417;47,25;-0,41;417;-0,11;-0,35
418;36,16;-1,06;418;-0,12;-0,38
419;46,49;-0,41;419;-0,05;-0,24
420;35,57;-1,06;420;-0,05;-0,27
421;45,74;-0,41;421;-0,05;-0,29
422;26,25;-1,56;422;-0,03;-0,27
423;25,83;-1,56;423;-0,02;-0,24
424;25,41;-1,56;424;-0,03;-0,29
425;5,25;-2,07;425;-0,1;-0,27
426;15,75;-1,9;426;-0,08;-0,27
427;5,17;-2,07;427;-0,1;-0,24
428;15,5;-1,9;428;-0,07;-0,24
429;5,08;-2,07;429;-0,1;-0,29
430;15,25;-1,9;430;-0,08;-0,29
431;-13,23;-1,9;431;0,11;-0,32
432;-4,41;-2,07;432;0,08;-0,32
433;-12,98;-1,9;433;0,05;-0,32
434;-4,33;-2,07;434;0,03;-0,32
435;-12,73;-1,9;435;0,09;-0,35
436;-4,24;-2,07;436;0,09;-0,38
437;-39,69;-0,41;437;0,11;-0,35
438;-30,87;-1,06;438;0,12;-0,38
439;-22,05;-1,56;439;0,06;-0,35
440;-38,18;-0,41;440;0,06;-0,38
441;-38,93;-0,41;441;0,03;-0,35
442;-21,21;-1,56;442;0,03;-0,38
443;-29,69;-1,06;443;0,07;-0,24
444;-21,63;-1,56;444;0,08;-0,27
445;-30,28;-1,06;445;0,08;-0,29
446;-13,99;-1,9;446;0,1;-0,27
447;-14,24;-1,9;447;0,1;-0,24
448;-4,66;-2,07;448;0,1;-0,29
449;-4,75;-2,07;449;0,03;-0,27
450;-13,73;-1,9;450;0,05;-0,27
451;-4,58;-2,07;451;0,02;-0,24
452;-13,48;-1,9;452;0,05;-0,24
453;-4,49;-2,07;453;0,03;-0,29
454;-41,96;-0,41;454;0,05;-0,29
455;-42,71;-0,41;455;-0,17;-0,85
456;-32,63;-1,06;456;-0,13;-0,85
457;-33,22;-1,06;457;-0,08;-0,85
458;-23,31;-1,56;458;-0,04;-0,85
459;-23,73;-1,56;459;0;-0,85
460;-40,45;-0,41;460;0,04;-0,85
461;-41,2;-0,41;461;0,08;-0,85
462;-22,47;-1,56;462;0,13;-0,85
463;-31,46;-1,06;463;0,17;-0,85
464;-22,89;-1,56;464;-0,15;-0,61
465;-32,05;-1,06;465;-0,11;-0,61
466;30,87;-1,06;466;-0,07;-0,61
467;39,69;-0,41;467;-0,04;-0,61
468;30,28;-1,06;468;0;-0,61
469;38,93;-0,41;469;0,04;-0,61
470;29,69;-1,06;470;0,07;-0,61
471;38,18;-0,41;471;0,11;-0,61
472;22,05;-1,56;472;0,15;-0,61
473;21,63;-1,56;473;0;-0,57
474;21,21;-1,56;474;0;-0,54
475;4,41;-2,07;475;0;-0,5
476;13,23;-1,9;476;0;-0,47
477;4,24;-2,07;477;0;-0,44
478;4,33;-2,07;478;-0,03;-0,5
479;12,73;-1,9;479;-0,07;-0,5
480;12,98;-1,9;480;-0,1;-0,51
481;33,22;-1,06;481;-0,13;-0,51
482;42,71;-0,41;482;-0,07;-0,54
483;32,63;-1,06;483;-0,07;-0,57
484;41,96;-0,41;484;-0,03;-0,54
485;32,05;-1,06;485;-0,04;-0,57
486;41,2;-0,41;486;-0,1;-0,54
487;31,46;-1,06;487;-0,11;-0,58
488;40,45;-0,41;488;-0,14;-0,54
489;4,66;-2,07;489;-0,14;-0,58
490;4,75;-2,07;490;-0,06;-0,44
491;23,31;-1,56;491;-0,07;-0,47
492;13,99;-1,9;492;-0,03;-0,44
493;23,73;-1,56;493;-0,03;-0,47
494;14,24;-1,9;494;-0,09;-0,44
495;4,49;-2,07;495;-0,1;-0,47
496;4,58;-2,07;496;-0,13;-0,44
497;13,48;-1,9;497;-0,13;-0,47
498;13,73;-1,9;498;0,13;-0,51
499;22,47;-1,56;499;0,1;-0,51
500;22,89;-1,56;500;0,07;-0,5
501;-11,72;-1,9;501;0,03;-0,5
502;-3,91;-2,07;502;0,1;-0,54
503;-11,47;-1,9;503;0,11;-0,58
504;-3,82;-2,07;504;0,14;-0,54
505;-11,21;-1,9;505;0,14;-0,58
506;-3,74;-2,07;506;0,07;-0,54
507;-35,15;-0,41;507;0,07;-0,57
508;-27,34;-1,06;508;0,03;-0,54
509;-19,53;-1,56;509;0,04;-0,57
510;-33,64;-0,41;510;0,09;-0,44
511;-34,4;-0,41;511;0,1;-0,47
512;-26,17;-1,06;512;0,13;-0,44
513;-26,75;-1,06;513;0,13;-0,47
514;-18,69;-1,56;514;0,06;-0,44
515;-19,11;-1,56;515;0,07;-0,47
516;-12,47;-1,9;516;0,03;-0,44
517;-4,16;-2,07;517;0,03;-0,47
518;-12,22;-1,9;518;0;-0,81
519;-4,07;-2,07;519;0;-0,77
520;-11,97;-1,9;520;0;-0,73
521;-3,99;-2,07;521;0;-0,69
522;-37,42;-0,41;522;0;-0,65
523;-29,11;-1,06;523;-0,04;-0,73
524;-20,79;-1,56;524;-0,08;-0,73
525;-35,91;-0,41;525;-0,12;-0,73
526;-36,67;-0,41;526;-0,16;-0,73
527;-19,95;-1,56;527;-0,08;-0,77
528;-27,93;-1,06;528;-0,08;-0,81
529;-20,37;-1,56;529;-0,04;-0,77
530;-28,52;-1,06;530;-0,04;-0,81
531;27,34;-1,06;531;-0,16;-0,77
532;35,15;-0,41;532;-0,12;-0,77
533;26,75;-1,06;533;-0,16;-0,81
534;34,4;-0,41;534;-0,12;-0,81
535;26,17;-1,06;535;-0,07;-0,65
536;33,64;-0,41;536;-0,08;-0,69
537;3,91;-2,07;537;-0,04;-0,65
538;11,72;-1,9;538;-0,04;-0,69
539;19,53;-1,56;539;-0,11;-0,65
540;3,74;-2,07;540;-0,12;-0,69
541;3,82;-2,07;541;-0,15;-0,65
542;18,69;-1,56;542;-0,15;-0,69
543;11,21;-1,9;543;0,16;-0,73
544;19,11;-1,56;544;0,12;-0,73
545;11,47;-1,9;545;0,08;-0,73
546;29,11;-1,06;546;0,04;-0,73
547;37,42;-0,41;547;0,12;-0,77
548;28,52;-1,06;548;0,12;-0,81
549;36,67;-0,41;549;0,16;-0,77
550;27,93;-1,06;550;0,16;-0,81
551;35,91;-0,41;551;0,08;-0,77
552;20,79;-1,56;552;0,08;-0,81
553;20,37;-1,56;553;0,04;-0,77
554;19,95;-1,56;554;0,04;-0,81
555;4,16;-2,07;555;0,11;-0,65
556;12,47;-1,9;556;0,12;-0,69
557;4,07;-2,07;557;0,15;-0,65
558;12,22;-1,9;558;0,15;-0,69
559;3,99;-2,07;559;0,07;-0,65
560;11,97;-1,9;560;0,08;-0,69
561;-10,21;-1,9;561;0,04;-0,65
562;-3,4;-2,07;562;0,04;-0,69
563;-9,7;-1,9;563;-0,19;-1,12
564;-9,95;-1,9;564;-0,14;-1,12
565;-3,23;-2,07;565;-0,09;-1,12
566;-3,32;-2,07;566;-0,05;-1,12
567;-17,01;-1,56;567;0;-1,12
568;-16,59;-1,56;568;0,05;-1,12
569;-16,17;-1,56;569;0,09;-1,12
570;-30,62;-0,41;570;0,14;-1,12
571;-23,81;-1,06;571;0,19;-1,12
572;-29,11;-0,41;572;0;-1,07
573;-29,86;-0,41;573;0;-1,03
574;-22,64;-1,06;574;0;-0,98
575;-23,23;-1,06;575;0;-0,94
576;-10,96;-1,9;576;0;-0,89
577;-3,65;-2,07;577;-0,04;-0,98
578;-10,71;-1,9;578;-0,09;-0,98
579;-3,57;-2,07;579;-0,13;-0,98
580;-10,46;-1,9;580;-0,18;-0,98
581;-3,49;-2,07;581;-0,09;-1,03
582;-18,27;-1,56;582;-0,09;-1,07
583;-17,85;-1,56;583;-0,05;-1,03
584;-17,43;-1,56;584;-0,05;-1,07
585;-32,89;-0,41;585;-0,18;-1,03
586;-25,58;-1,06;586;-0,14;-1,03
587;-31,37;-0,41;587;-0,19;-1,07
588;-32,13;-0,41;588;-0,14;-1,07
589;-24,4;-1,06;589;-0,09;-0,89
590;-24,99;-1,06;590;-0,09;-0,94
591;23,81;-1,06;591;-0,04;-0,89
592;30,62;-0,41;592;-0,04;-0,94
593;23,23;-1,06;593;-0,17;-0,89
594;29,86;-0,41;594;-0,13;-0,89
595;22,64;-1,06;595;-0,18;-0,94
596;29,11;-0,41;596;-0,13;-0,94
597;17,01;-1,56;597;0,18;-0,98
598;16,59;-1,56;598;0,13;-0,98
599;16,17;-1,56;599;0,09;-0,98
600;3,4;-2,07;600;0,04;-0,98
601;10,21;-1,9;601;0,14;-1,03
602;3,23;-2,07;602;0,14;-1,07
603;3,32;-2,07;603;0,18;-1,03
604;9,7;-1,9;604;0,19;-1,07
605;9,95;-1,9;605;0,09;-1,03
606;25,58;-1,06;606;0,09;-1,07
607;32,89;-0,41;607;0,05;-1,03
608;24,4;-1,06;608;0,05;-1,07
609;24,99;-1,06;609;0,13;-0,89
610;31,37;-0,41;610;0,13;-0,94
