elements;ElementStresses2D&3DXX_NoLayer_NoSystem_fa;ElementStresses2D&3DXY_NoLayer_NoSystem_fa;nodes;Displacement:X_NoLayer_NoSystem_false_None;Displacement:Y_NoLayer_NoSystem_false_None
207;-25.67;-0.57;207;-0.15;-1.89
208;-18.11;-0.84;208;-0.15;-1.92
209;-18.34;-0.84;209;-0.15;-1.95
210;-31.79;-0.22;210;-0.15;-1.98
211;-32.2;-0.22;211;-0.15;-2.01
212;-17.66;-0.84;212;-0.12;-2.01
213;-24.73;-0.57;213;-0.09;-2.01
214;-17.89;-0.84;214;-0.06;-2.01
215;-25.04;-0.57;215;-0.03;-2.01
216;24.41;-0.57;216;0;-2.01
217;31.39;-0.22;217;0.03;-2.01
218;24.1;-0.57;218;0.06;-2.01
219;30.98;-0.22;219;0.09;-2.01
220;23.78;-0.57;220;0.12;-2.01
221;30.58;-0.22;221;-0.09;-0.63
222;17.44;-0.84;222;-0.07;-0.63
223;17.21;-0.84;223;-0.04;-0.63
224;16.99;-0.84;224;-0.02;-0.63
225;3.49;-1.11;225;0;-0.63
226;10.46;-1.02;226;0.02;-0.63
227;3.4;-1.11;227;0.04;-0.63
228;3.44;-1.11;228;0.07;-0.63
229;10.19;-1.02;229;0.09;-0.63
230;10.33;-1.02;230;-0.05;-0.18
231;25.67;-0.57;231;-0.04;-0.17
232;33.01;-0.22;232;-0.03;-0.17
233;25.36;-0.57;233;-0.01;-0.17
234;32.6;-0.22;234;0;-0.17
235;24.73;-0.57;235;0.01;-0.17
236;25.04;-0.57;236;0.03;-0.17
237;31.79;-0.22;237;0.04;-0.17
238;32.2;-0.22;238;0.05;-0.18
239;3.62;-1.11;239;-0.03;-0.04
240;3.67;-1.11;240;-0.02;-0.04
241;10.87;-1.02;241;-0.01;-0.04
242;11;-1.02;242;-0.01;-0.04
243;18.11;-0.84;243;0;-0.04
244;18.34;-0.84;244;0.01;-0.04
245;3.53;-1.11;245;0.01;-0.04
246;3.58;-1.11;246;0.02;-0.04
247;10.6;-1.02;247;0.03;-0.04
248;10.73;-1.02;248;-0.01;-0.01
249;17.66;-0.84;249;-0.01;-0.01
250;17.89;-0.84;250;-0.01;-0.01
251;-9.65;-1.02;251;0;-0.01
252;-3.22;-1.11;252;0;-0.01
253;-9.52;-1.02;253;0;-0.01
254;-3.17;-1.11;254;0.01;-0.01
255;-9.38;-1.02;255;0.01;-0.01
256;-3.13;-1.11;256;0.01;-0.01
257;-16.09;-0.84;257;0;-0.01
258;-15.86;-0.84;258;0;0
259;-15.64;-0.84;259;0;0
260;-28.96;-0.22;260;0;0
261;-22.52;-0.57;261;0;0
262;-28.55;-0.22;262;0;0
263;-22.21;-0.57;263;0;0
264;-28.15;-0.22;264;-0.01;0
265;-21.89;-0.57;265;-0.01;0
266;-10.06;-1.02;266;0;0
267;-3.35;-1.11;267;-0.01;-0.01
268;-9.92;-1.02;268;0;0
269;-3.31;-1.11;269;0;-0.01
270;-9.79;-1.02;270;-0.01;-0.01
271;-3.26;-1.11;271;-0.01;-0.01
272;-16.76;-0.84;272;-0.01;-0.01
273;-16.54;-0.84;273;-0.01;-0.01
274;-16.31;-0.84;274;0;0
275;-30.17;-0.22;275;0;0
276;-23.47;-0.57;276;0;0
277;-29.36;-0.22;277;0;0
278;-29.77;-0.22;278;0;0
279;-22.84;-0.57;279;0;0
280;-23.15;-0.57;280;0;0
281;22.52;-0.57;281;0;0
282;28.96;-0.22;282;0.01;0
283;22.21;-0.57;283;0.01;0
284;28.55;-0.22;284;0;0
285;21.89;-0.57;285;0;0
286;28.15;-0.22;286;0.01;-0.01
287;16.09;-0.84;287;0.01;-0.01
288;15.86;-0.84;288;0.01;-0.01
289;15.64;-0.84;289;0.01;-0.01
290;3.22;-1.11;290;0;0
291;9.65;-1.02;291;0.01;-0.01
292;3.13;-1.11;292;0;0
293;3.17;-1.11;293;0;-0.01
294;9.38;-1.02;294;0;0
295;9.52;-1.02;295;0;0
296;23.47;-0.57;296;0;0
297;30.17;-0.22;297;0;0
298;23.15;-0.57;298;0;0
299;29.77;-0.22;299;0;0
300;22.84;-0.57;300;0;0
301;29.36;-0.22;301;0;0
302;16.76;-0.84;302;0;-0.04
303;16.54;-0.84;303;0;-0.03
304;16.31;-0.84;304;0;-0.02
305;3.35;-1.11;305;0;-0.02
306;10.06;-1.02;306;0;-0.01
307;3.31;-1.11;307;-0.01;-0.02
308;9.92;-1.02;308;-0.01;-0.02
309;3.26;-1.11;309;-0.02;-0.02
310;9.79;-1.02;310;-0.02;-0.03
311;-8.84;-1.02;311;-0.01;-0.03
312;-2.95;-1.11;312;-0.01;-0.04
313;-8.57;-1.02;313;-0.01;-0.03
314;-8.71;-1.02;314;-0.01;-0.04
315;-2.86;-1.11;315;-0.02;-0.03
316;-2.9;-1.11;316;-0.02;-0.03
317;-26.53;-0.22;317;-0.02;-0.04
318;-20.63;-0.57;318;-0.02;-0.04
319;-14.74;-0.84;319;-0.01;-0.01
320;-25.72;-0.22;320;-0.01;-0.02
321;-26.12;-0.22;321;0;-0.01
322;-14.29;-0.84;322;0;-0.02
323;-20;-0.57;323;-0.01;-0.02
324;-14.51;-0.84;324;-0.01;-0.02
325;-20.32;-0.57;325;-0.02;-0.02
326;-9.25;-1.02;326;-0.02;-0.02
327;-3.08;-1.11;327;0.02;-0.03
328;-9.11;-1.02;328;0.02;-0.02
329;-3.04;-1.11;329;0.01;-0.02
330;-8.98;-1.02;330;0.01;-0.02
331;-2.99;-1.11;331;0.02;-0.03
332;-15.41;-0.84;332;0.02;-0.04
333;-15.19;-0.84;333;0.02;-0.03
334;-14.96;-0.84;334;0.02;-0.04
335;-27.74;-0.22;335;0.01;-0.03
336;-21.58;-0.57;336;0.01;-0.04
337;-27.34;-0.22;337;0.01;-0.03
338;-21.26;-0.57;338;0.01;-0.04
339;-26.93;-0.22;339;0.01;-0.02
340;-20.95;-0.57;340;0.01;-0.02
341;20.63;-0.57;341;0.02;-0.02
342;26.53;-0.22;342;0.02;-0.02
343;20;-0.57;343;0.01;-0.01
344;20.32;-0.57;344;0.01;-0.02
345;25.72;-0.22;345;0;-0.01
346;26.12;-0.22;346;0;-0.02
347;14.74;-0.84;347;-0.04;-0.09
348;14.51;-0.84;348;-0.03;-0.09
349;14.29;-0.84;349;-0.02;-0.09
350;2.95;-1.11;350;-0.01;-0.09
351;8.84;-1.02;351;0;-0.09
352;2.86;-1.11;352;0.01;-0.09
353;2.9;-1.11;353;0.02;-0.09
354;8.57;-1.02;354;0.03;-0.09
355;8.71;-1.02;355;0.04;-0.09
356;21.58;-0.57;356;0;-0.08
357;27.74;-0.22;357;0;-0.07
358;21.26;-0.57;358;0;-0.07
359;27.34;-0.22;359;0;-0.06
360;20.95;-0.57;360;0;-0.05
361;26.93;-0.22;361;-0.01;-0.07
362;15.41;-0.84;362;-0.02;-0.07
363;15.19;-0.84;363;-0.02;-0.07
364;14.96;-0.84;364;-0.03;-0.07
365;3.08;-1.11;365;-0.02;-0.07
366;9.25;-1.02;366;-0.02;-0.08
367;2.99;-1.11;367;-0.01;-0.07
368;3.04;-1.11;368;-0.01;-0.08
369;8.98;-1.02;369;-0.03;-0.07
370;9.11;-1.02;370;-0.03;-0.08
371;-8.03;-1.02;371;-0.04;-0.08
372;-2.68;-1.11;372;-0.04;-0.08
373;-7.9;-1.02;373;-0.01;-0.05
374;-2.63;-1.11;374;-0.02;-0.06
375;-7.76;-1.02;375;-0.01;-0.05
376;-2.59;-1.11;376;-0.01;-0.06
377;-24.1;-0.22;377;-0.02;-0.05
378;-18.74;-0.57;378;-0.02;-0.06
379;-13.39;-0.84;379;-0.03;-0.05
380;-23.29;-0.22;380;-0.03;-0.06
381;-23.69;-0.22;381;0.03;-0.07
382;-12.94;-0.84;382;0.02;-0.07
383;-18.11;-0.57;383;0.02;-0.07
384;-13.16;-0.84;384;0.01;-0.07
385;-18.43;-0.57;385;0.03;-0.07
386;-8.44;-1.02;386;0.03;-0.08
387;-2.81;-1.11;387;0.04;-0.08
388;-8.3;-1.02;388;0.04;-0.08
389;-2.77;-1.11;389;0.02;-0.07
390;-8.17;-1.02;390;0.02;-0.08
391;-2.72;-1.11;391;0.01;-0.07
392;-25.31;-0.22;392;0.01;-0.08
393;-19.69;-0.57;393;0.02;-0.05
394;-14.06;-0.84;394;0.02;-0.06
395;-24.5;-0.22;395;0.03;-0.05
396;-24.91;-0.22;396;0.03;-0.06
397;-13.61;-0.84;397;0.01;-0.05
398;-19.06;-0.57;398;0.02;-0.06
399;-13.84;-0.84;399;0.01;-0.05
400;-19.37;-0.57;400;0.01;-0.06
401;18.74;-0.57;401;0;-0.16
402;24.1;-0.22;402;0;-0.15
403;18.43;-0.57;403;0;-0.14
404;23.69;-0.22;404;0;-0.12
405;18.11;-0.57;405;0;-0.11
406;23.29;-0.22;406;0;-0.1
407;13.39;-0.84;407;-0.01;-0.14
408;13.16;-0.84;408;-0.02;-0.14
409;12.94;-0.84;409;-0.04;-0.14
410;2.68;-1.11;410;-0.05;-0.14
411;8.03;-1.02;411;-0.02;-0.15
412;2.59;-1.11;412;-0.03;-0.16
413;2.63;-1.11;413;-0.01;-0.15
414;7.76;-1.02;414;-0.01;-0.16
415;7.9;-1.02;415;-0.04;-0.15
416;19.69;-0.57;416;-0.04;-0.16
417;25.31;-0.22;417;-0.05;-0.15
418;19.37;-0.57;418;-0.05;-0.16
419;24.91;-0.22;419;-0.02;-0.1
420;19.06;-0.57;420;-0.02;-0.11
421;24.5;-0.22;421;-0.02;-0.13
422;14.06;-0.84;422;-0.01;-0.11
423;13.84;-0.84;423;-0.01;-0.1
424;13.61;-0.84;424;-0.01;-0.13
425;2.81;-1.11;425;-0.04;-0.11
426;8.44;-1.02;426;-0.03;-0.11
427;2.77;-1.11;427;-0.04;-0.1
428;8.3;-1.02;428;-0.03;-0.1
429;2.72;-1.11;429;-0.04;-0.13
430;8.17;-1.02;430;-0.03;-0.13
431;-7.09;-1.02;431;0.05;-0.14
432;-2.36;-1.11;432;0.04;-0.14
433;-6.95;-1.02;433;0.02;-0.14
434;-2.32;-1.11;434;0.01;-0.14
435;-6.82;-1.02;435;0.04;-0.15
436;-2.27;-1.11;436;0.04;-0.16
437;-21.26;-0.22;437;0.05;-0.15
438;-16.54;-0.57;438;0.05;-0.16
439;-11.81;-0.84;439;0.02;-0.15
440;-20.45;-0.22;440;0.03;-0.16
441;-20.86;-0.22;441;0.01;-0.15
442;-11.36;-0.84;442;0.01;-0.16
443;-15.91;-0.57;443;0.03;-0.1
444;-11.59;-0.84;444;0.03;-0.11
445;-16.22;-0.57;445;0.03;-0.13
446;-7.49;-1.02;446;0.04;-0.11
447;-7.63;-1.02;447;0.04;-0.1
448;-2.5;-1.11;448;0.04;-0.13
449;-2.54;-1.11;449;0.01;-0.11
450;-7.36;-1.02;450;0.02;-0.11
451;-2.45;-1.11;451;0.01;-0.1
452;-7.22;-1.02;452;0.02;-0.1
453;-2.41;-1.11;453;0.01;-0.13
454;-22.48;-0.22;454;0.02;-0.13
455;-22.88;-0.22;455;-0.07;-0.36
456;-17.48;-0.57;456;-0.05;-0.36
457;-17.8;-0.57;457;-0.04;-0.36
458;-12.49;-0.84;458;-0.02;-0.36
459;-12.71;-0.84;459;0;-0.36
460;-21.67;-0.22;460;0.02;-0.36
461;-22.07;-0.22;461;0.04;-0.36
462;-12.04;-0.84;462;0.05;-0.36
463;-16.85;-0.57;463;0.07;-0.36
464;-12.26;-0.84;464;-0.06;-0.26
465;-17.17;-0.57;465;-0.05;-0.26
466;16.54;-0.57;466;-0.03;-0.26
467;21.26;-0.22;467;-0.02;-0.26
468;16.22;-0.57;468;0;-0.26
469;20.86;-0.22;469;0.02;-0.26
470;15.91;-0.57;470;0.03;-0.26
471;20.45;-0.22;471;0.05;-0.26
472;11.81;-0.84;472;0.06;-0.26
473;11.59;-0.84;473;0;-0.25
474;11.36;-0.84;474;0;-0.23
475;2.36;-1.11;475;0;-0.22
476;7.09;-1.02;476;0;-0.2
477;2.27;-1.11;477;0;-0.19
478;2.32;-1.11;478;-0.01;-0.22
479;6.82;-1.02;479;-0.03;-0.22
480;6.95;-1.02;480;-0.04;-0.22
481;17.8;-0.57;481;-0.06;-0.22
482;22.88;-0.22;482;-0.03;-0.23
483;17.48;-0.57;483;-0.03;-0.25
484;22.48;-0.22;484;-0.01;-0.23
485;17.17;-0.57;485;-0.02;-0.25
486;22.07;-0.22;486;-0.04;-0.23
487;16.85;-0.57;487;-0.05;-0.25
488;21.67;-0.22;488;-0.06;-0.23
489;2.5;-1.11;489;-0.06;-0.25
490;2.54;-1.11;490;-0.03;-0.19
491;12.49;-0.84;491;-0.03;-0.2
492;7.49;-1.02;492;-0.01;-0.19
493;12.71;-0.84;493;-0.01;-0.2
494;7.63;-1.02;494;-0.04;-0.19
495;2.41;-1.11;495;-0.04;-0.2
496;2.45;-1.11;496;-0.05;-0.19
497;7.22;-1.02;497;-0.06;-0.2
498;7.36;-1.02;498;0.06;-0.22
499;12.04;-0.84;499;0.04;-0.22
500;12.26;-0.84;500;0.03;-0.22
501;-6.28;-1.02;501;0.01;-0.22
502;-2.09;-1.11;502;0.04;-0.23
503;-6.14;-1.02;503;0.05;-0.25
504;-2.05;-1.11;504;0.06;-0.23
505;-6.01;-1.02;505;0.06;-0.25
506;-2;-1.11;506;0.03;-0.23
507;-18.83;-0.22;507;0.03;-0.25
508;-14.65;-0.57;508;0.01;-0.23
509;-10.46;-0.84;509;0.02;-0.25
510;-18.02;-0.22;510;0.04;-0.19
511;-18.43;-0.22;511;0.04;-0.2
512;-14.02;-0.57;512;0.05;-0.19
513;-14.33;-0.57;513;0.06;-0.2
514;-10.01;-0.84;514;0.03;-0.19
515;-10.24;-0.84;515;0.03;-0.2
516;-6.68;-1.02;516;0.01;-0.19
517;-2.23;-1.11;517;0.01;-0.2
518;-6.55;-1.02;518;0;-0.35
519;-2.18;-1.11;519;0;-0.33
520;-6.41;-1.02;520;0;-0.31
521;-2.14;-1.11;521;0;-0.29
522;-20.05;-0.22;522;0;-0.28
523;-15.59;-0.57;523;-0.02;-0.31
524;-11.14;-0.84;524;-0.03;-0.31
525;-19.24;-0.22;525;-0.05;-0.31
526;-19.64;-0.22;526;-0.07;-0.31
527;-10.69;-0.84;527;-0.03;-0.33
528;-14.96;-0.57;528;-0.04;-0.35
529;-10.91;-0.84;529;-0.02;-0.33
530;-15.28;-0.57;530;-0.02;-0.35
531;14.65;-0.57;531;-0.07;-0.33
532;18.83;-0.22;532;-0.05;-0.33
533;14.33;-0.57;533;-0.07;-0.35
534;18.43;-0.22;534;-0.05;-0.35
535;14.02;-0.57;535;-0.03;-0.28
536;18.02;-0.22;536;-0.03;-0.29
537;2.09;-1.11;537;-0.02;-0.28
538;6.28;-1.02;538;-0.02;-0.29
539;10.46;-0.84;539;-0.05;-0.28
540;2;-1.11;540;-0.05;-0.29
541;2.05;-1.11;541;-0.06;-0.28
542;10.01;-0.84;542;-0.07;-0.3
543;6.01;-1.02;543;0.07;-0.31
544;10.24;-0.84;544;0.05;-0.31
545;6.14;-1.02;545;0.03;-0.31
546;15.59;-0.57;546;0.02;-0.31
547;20.05;-0.22;547;0.05;-0.33
548;15.28;-0.57;548;0.05;-0.35
549;19.64;-0.22;549;0.07;-0.33
550;14.96;-0.57;550;0.07;-0.35
551;19.24;-0.22;551;0.03;-0.33
552;11.14;-0.84;552;0.04;-0.35
553;10.91;-0.84;553;0.02;-0.33
554;10.69;-0.84;554;0.02;-0.35
555;2.23;-1.11;555;0.05;-0.28
556;6.68;-1.02;556;0.05;-0.29
557;2.18;-1.11;557;0.06;-0.28
558;6.55;-1.02;558;0.07;-0.3
559;2.14;-1.11;559;0.03;-0.28
560;6.41;-1.02;560;0.03;-0.29
561;-5.47;-1.02;561;0.02;-0.28
562;-1.82;-1.11;562;0.02;-0.29
563;-5.2;-1.02;563;-0.08;-0.48
564;-5.33;-1.02;564;-0.06;-0.48
565;-1.73;-1.11;565;-0.04;-0.48
566;-1.78;-1.11;566;-0.02;-0.48
567;-9.11;-0.84;567;0;-0.48
568;-8.89;-0.84;568;0.02;-0.48
569;-8.66;-0.84;569;0.04;-0.48
570;-16.4;-0.22;570;0.06;-0.48
571;-12.76;-0.57;571;0.08;-0.48
572;-15.59;-0.22;572;0;-0.46
573;-16;-0.22;573;0;-0.44
574;-12.13;-0.57;574;0;-0.42
575;-12.44;-0.57;575;0;-0.4
576;-5.87;-1.02;576;0;-0.38
577;-1.96;-1.11;577;-0.02;-0.42
578;-5.74;-1.02;578;-0.04;-0.42
579;-1.91;-1.11;579;-0.06;-0.42
580;-5.6;-1.02;580;-0.08;-0.42
581;-1.87;-1.11;581;-0.04;-0.44
582;-9.79;-0.84;582;-0.04;-0.46
583;-9.56;-0.84;583;-0.02;-0.44
584;-9.34;-0.84;584;-0.02;-0.46
585;-17.62;-0.22;585;-0.08;-0.44
586;-13.7;-0.57;586;-0.06;-0.44
587;-16.81;-0.22;587;-0.08;-0.46
588;-17.21;-0.22;588;-0.06;-0.46
589;-13.07;-0.57;589;-0.04;-0.38
590;-13.39;-0.57;590;-0.04;-0.4
591;12.76;-0.57;591;-0.02;-0.38
592;16.4;-0.22;592;-0.02;-0.4
593;12.44;-0.57;593;-0.07;-0.38
594;16;-0.22;594;-0.06;-0.38
595;12.13;-0.57;595;-0.08;-0.4
596;15.59;-0.22;596;-0.06;-0.4
597;9.11;-0.84;597;0.08;-0.42
598;8.89;-0.84;598;0.06;-0.42
599;8.66;-0.84;599;0.04;-0.42
600;1.82;-1.11;600;0.02;-0.42
601;5.47;-1.02;601;0.06;-0.44
602;1.73;-1.11;602;0.06;-0.46
603;1.78;-1.11;603;0.08;-0.44
604;5.2;-1.02;604;0.08;-0.46
605;5.33;-1.02;605;0.04;-0.44
606;13.7;-0.57;606;0.04;-0.46
607;17.62;-0.22;607;0.02;-0.44
608;13.07;-0.57;608;0.02;-0.46
609;13.39;-0.57;609;0.06;-0.38
610;16.81;-0.22;610;0.06;-0.4
611;17.21;-0.22;611;0.07;-0.38
612;9.79;-0.84;612;0.08;-0.4
613;9.56;-0.84;613;0.04;-0.38
614;9.34;-0.84;614;0.04;-0.4
615;1.96;-1.11;615;0.02;-0.38
616;5.87;-1.02;616;0.02;-0.4
